season,round,constructor,constructor_points_after_race,constructor_wins_after_race,constructor_standings_pos_after_race,constructor_points,constructor_wins,constructor_standings_pos
1976,2,brabham-alfa_romeo,0.0,0,10,0.0,0.0,8.0
1976,2,team_lotus,0.0,0,11,0.0,0.0,11.0
1976,2,fittipaldi,0.0,0,12,0.0,0.0,9.0
1976,2,surtees,0.0,0,13,0.0,0.0,0.0
1976,2,ensign,0.0,0,14,0.0,0.0,0.0
1976,2,hesketh,0.0,0,15,0.0,0.0,0.0
1976,2,ligier,0.0,0,16,0.0,0.0,10.0
1976,2,brm,0.0,0,17,0.0,0.0,13.0
1976,3,ferrari,27.0,3,1,18.0,2.0,1.0
1976,3,tyrrell,13.0,0,2,9.0,0.0,2.0
1976,3,mclaren,9.0,0,3,7.0,0.0,3.0
1976,3,shadow,4.0,0,4,4.0,0.0,4.0
1976,3,march,3.0,0,5,3.0,0.0,5.0
1976,3,ligier,3.0,0,6,0.0,0.0,16.0
1976,3,penske,2.0,0,7,2.0,0.0,6.0
1976,3,fittipaldi,1.0,0,8,0.0,0.0,12.0
1976,3,parnelli,1.0,0,9,1.0,0.0,7.0
1976,3,wolf,0.0,0,10,0.0,0.0,8.0
1976,3,ensign,0.0,0,11,0.0,0.0,14.0
1976,3,brabham-alfa_romeo,0.0,0,12,0.0,0.0,10.0
1976,3,williams,0.0,0,13,0.0,0.0,9.0
1976,3,team_lotus,0.0,0,14,0.0,0.0,11.0
1976,3,surtees,0.0,0,15,0.0,0.0,13.0
1976,3,hesketh,0.0,0,16,0.0,0.0,15.0
1976,3,brm,0.0,0,17,0.0,0.0,17.0
1976,4,ferrari,33.0,3,1,27.0,3.0,1.0
1976,4,mclaren,18.0,1,2,9.0,0.0,3.0
1976,4,tyrrell,13.0,0,3,13.0,0.0,2.0
1976,4,shadow,4.0,0,4,4.0,0.0,4.0
1976,4,team_lotus,4.0,0,5,0.0,0.0,14.0
1976,4,brabham-alfa_romeo,3.0,0,6,0.0,0.0,12.0
1976,4,march,3.0,0,7,3.0,0.0,5.0
1976,4,ligier,3.0,0,8,3.0,0.0,6.0
1976,4,ensign,2.0,0,9,0.0,0.0,11.0
1976,4,penske,2.0,0,10,2.0,0.0,7.0
1976,4,fittipaldi,1.0,0,11,1.0,0.0,8.0
1976,4,parnelli,1.0,0,12,1.0,0.0,9.0
1976,4,wolf,0.0,0,13,0.0,0.0,10.0
1976,4,surtees,0.0,0,14,0.0,0.0,15.0
1976,4,williams,0.0,0,15,0.0,0.0,13.0
1976,4,boro,0.0,0,16,0.0,0.0,0.0
1976,4,hesketh,0.0,0,17,0.0,0.0,16.0
1976,4,brm,0.0,0,18,0.0,0.0,17.0
1976,4,brabham-ford,0.0,0,19,0.0,0.0,0.0
1976,5,ferrari,42.0,4,1,33.0,3.0,1.0
1976,5,mclaren,19.0,1,2,18.0,1.0,2.0
1976,5,tyrrell,16.0,0,3,13.0,0.0,3.0
1976,5,ligier,7.0,0,4,3.0,0.0,8.0
1976,5,shadow,4.0,0,5,4.0,0.0,4.0
1976,5,team_lotus,4.0,0,6,4.0,0.0,5.0
1976,5,brabham-alfa_romeo,3.0,0,7,3.0,0.0,6.0
1976,5,march,3.0,0,8,3.0,0.0,7.0
1976,5,penske,2.0,0,9,2.0,0.0,10.0
1976,5,ensign,2.0,0,10,2.0,0.0,9.0
1976,5,surtees,2.0,0,11,0.0,0.0,14.0
1976,5,fittipaldi,1.0,0,12,1.0,0.0,11.0
1976,5,parnelli,1.0,0,13,1.0,0.0,12.0
1976,5,wolf,0.0,0,14,0.0,0.0,13.0
1976,5,boro,0.0,0,15,0.0,0.0,16.0
1976,5,williams,0.0,0,16,0.0,0.0,15.0
1976,5,brabham-ford,0.0,0,17,0.0,0.0,19.0
1976,5,hesketh,0.0,0,18,0.0,0.0,17.0
1976,5,brm,0.0,0,19,0.0,0.0,18.0
1976,6,ferrari,51.0,5,1,42.0,4.0,1.0
1976,6,tyrrell,22.0,0,2,16.0,0.0,3.0
1976,6,mclaren,21.0,1,3,19.0,1.0,2.0
1976,6,ligier,7.0,0,4,7.0,0.0,4.0
1976,6,march,6.0,0,5,3.0,0.0,8.0
1976,6,shadow,4.0,0,6,4.0,0.0,5.0
1976,6,team_lotus,4.0,0,7,4.0,0.0,6.0
1976,6,brabham-alfa_romeo,3.0,0,8,3.0,0.0,7.0
1976,6,penske,2.0,0,9,2.0,0.0,9.0
1976,6,ensign,2.0,0,10,2.0,0.0,10.0
1976,6,surtees,2.0,0,11,2.0,0.0,11.0
1976,6,fittipaldi,2.0,0,12,1.0,0.0,12.0
1976,6,parnelli,1.0,0,13,1.0,0.0,13.0
1976,6,wolf,0.0,0,14,0.0,0.0,14.0
1976,6,boro,0.0,0,15,0.0,0.0,15.0
1976,6,williams,0.0,0,16,0.0,0.0,16.0
1976,6,brabham-ford,0.0,0,17,0.0,0.0,17.0
1976,6,hesketh,0.0,0,18,0.0,0.0,18.0
1976,6,brm,0.0,0,19,0.0,0.0,19.0
1976,7,ferrari,55.0,5,1,51.0,5.0,1.0
1976,7,tyrrell,31.0,1,2,22.0,0.0,2.0
1976,7,mclaren,23.0,1,3,21.0,1.0,3.0
1976,7,ligier,10.0,0,4,7.0,0.0,4.0
1976,7,march,6.0,0,5,6.0,0.0,5.0
1976,7,shadow,4.0,0,6,4.0,0.0,6.0
1976,7,team_lotus,4.0,0,7,4.0,0.0,7.0
1976,7,brabham-alfa_romeo,3.0,0,8,3.0,0.0,8.0
1976,7,penske,2.0,0,9,2.0,0.0,9.0
1976,7,ensign,2.0,0,10,2.0,0.0,10.0
1976,7,surtees,2.0,0,11,2.0,0.0,11.0
1976,7,fittipaldi,2.0,0,12,2.0,0.0,12.0
1976,7,parnelli,1.0,0,13,1.0,0.0,13.0
1976,7,wolf,0.0,0,14,0.0,0.0,14.0
1976,7,boro,0.0,0,15,0.0,0.0,15.0
1976,7,williams,0.0,0,16,0.0,0.0,16.0
1976,7,brabham-ford,0.0,0,17,0.0,0.0,17.0
1976,7,hesketh,0.0,0,18,0.0,0.0,18.0
1976,7,brm,0.0,0,19,0.0,0.0,19.0
1976,8,ferrari,55.0,5,1,55.0,5.0,1.0
1976,8,tyrrell,37.0,1,2,31.0,1.0,2.0
1976,8,mclaren,31.0,2,3,23.0,1.0,3.0
1976,8,ligier,10.0,0,4,10.0,0.0,4.0
1976,8,penske,6.0,0,5,2.0,0.0,9.0
1976,8,team_lotus,6.0,0,6,4.0,0.0,7.0
1976,8,brabham-alfa_romeo,6.0,0,7,3.0,0.0,8.0
1976,8,march,6.0,0,8,6.0,0.0,5.0
1976,8,shadow,4.0,0,9,4.0,0.0,6.0
1976,8,ensign,2.0,0,10,2.0,0.0,10.0
1976,8,surtees,2.0,0,11,2.0,0.0,11.0
1976,8,fittipaldi,2.0,0,12,2.0,0.0,12.0
1976,8,parnelli,1.0,0,13,1.0,0.0,13.0
1976,8,wolf,0.0,0,14,0.0,0.0,14.0
1976,8,boro,0.0,0,15,0.0,0.0,15.0
1976,8,williams,0.0,0,16,0.0,0.0,16.0
1976,8,brabham-ford,0.0,0,17,0.0,0.0,17.0
1976,8,hesketh,0.0,0,18,0.0,0.0,18.0
1976,8,brm,0.0,0,19,0.0,0.0,19.0
1976,9,ferrari,64.0,6,1,55.0,5.0,1.0
1976,9,tyrrell,43.0,1,2,37.0,1.0,2.0
1976,9,mclaren,31.0,2,3,31.0,2.0,3.0
1976,9,penske,10.0,0,4,6.0,0.0,5.0
1976,9,ligier,10.0,0,5,10.0,0.0,4.0
1976,9,shadow,7.0,0,6,4.0,0.0,9.0
1976,9,team_lotus,6.0,0,7,6.0,0.0,6.0
1976,9,brabham-alfa_romeo,6.0,0,8,6.0,0.0,7.0
1976,9,march,6.0,0,9,6.0,0.0,8.0
1976,9,surtees,4.0,0,10,2.0,0.0,11.0
1976,9,fittipaldi,3.0,0,11,2.0,0.0,12.0
1976,9,ensign,2.0,0,12,2.0,0.0,10.0
1976,9,parnelli,1.0,0,13,1.0,0.0,13.0
1976,9,wolf,0.0,0,14,0.0,0.0,14.0
1976,9,hesketh,0.0,0,15,0.0,0.0,18.0
1976,9,boro,0.0,0,16,0.0,0.0,15.0
1976,9,williams,0.0,0,17,0.0,0.0,16.0
1976,9,brabham-ford,0.0,0,18,0.0,0.0,17.0
1976,9,brm,0.0,0,19,0.0,0.0,19.0
1976,10,ferrari,64.0,6,1,64.0,6.0,1.0
1976,10,tyrrell,49.0,1,2,43.0,1.0,2.0
1976,10,mclaren,40.0,3,3,31.0,2.0,3.0
1976,10,penske,10.0,0,4,10.0,0.0,4.0
1976,10,ligier,10.0,0,5,10.0,0.0,5.0
1976,10,brabham-alfa_romeo,9.0,0,6,6.0,0.0,8.0
1976,10,team_lotus,8.0,0,7,6.0,0.0,7.0
1976,10,shadow,7.0,0,8,7.0,0.0,6.0
1976,10,march,6.0,0,9,6.0,0.0,9.0
1976,10,surtees,4.0,0,10,4.0,0.0,10.0
1976,10,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,10,ensign,2.0,0,12,2.0,0.0,12.0
1976,10,parnelli,1.0,0,13,1.0,0.0,13.0
1976,10,wolf,0.0,0,14,0.0,0.0,14.0
1976,10,hesketh,0.0,0,15,0.0,0.0,15.0
1976,10,boro,0.0,0,16,0.0,0.0,16.0
1976,10,williams,0.0,0,17,0.0,0.0,17.0
1976,10,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,10,brm,0.0,0,19,0.0,0.0,19.0
1976,11,ferrari,64.0,6,1,64.0,6.0,1.0
1976,11,tyrrell,49.0,1,2,49.0,1.0,2.0
1976,11,mclaren,43.0,3,3,40.0,3.0,3.0
1976,11,penske,19.0,1,4,10.0,0.0,4.0
1976,11,ligier,16.0,0,5,10.0,0.0,5.0
1976,11,team_lotus,12.0,0,6,8.0,0.0,7.0
1976,11,brabham-alfa_romeo,9.0,0,7,9.0,0.0,6.0
1976,11,shadow,7.0,0,8,7.0,0.0,8.0
1976,11,march,7.0,0,9,6.0,0.0,9.0
1976,11,surtees,4.0,0,10,4.0,0.0,10.0
1976,11,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,11,ensign,2.0,0,12,2.0,0.0,12.0
1976,11,parnelli,1.0,0,13,1.0,0.0,13.0
1976,11,wolf,0.0,0,14,0.0,0.0,14.0
1976,11,hesketh,0.0,0,15,0.0,0.0,15.0
1976,11,boro,0.0,0,16,0.0,0.0,16.0
1976,11,williams,0.0,0,17,0.0,0.0,17.0
1976,11,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,11,brm,0.0,0,19,0.0,0.0,19.0
1976,12,ferrari,70.0,6,1,64.0,6.0,1.0
1976,12,mclaren,52.0,4,2,43.0,3.0,3.0
1976,12,tyrrell,51.0,1,3,49.0,1.0,2.0
1976,12,penske,19.0,1,4,19.0,1.0,4.0
1976,12,ligier,16.0,0,5,16.0,0.0,5.0
1976,12,team_lotus,16.0,0,6,12.0,0.0,6.0
1976,12,shadow,10.0,0,7,7.0,0.0,8.0
1976,12,brabham-alfa_romeo,9.0,0,8,9.0,0.0,7.0
1976,12,march,8.0,0,9,7.0,0.0,9.0
1976,12,surtees,4.0,0,10,4.0,0.0,10.0
1976,12,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,12,ensign,2.0,0,12,2.0,0.0,12.0
1976,12,parnelli,1.0,0,13,1.0,0.0,13.0
1976,12,wolf,0.0,0,14,0.0,0.0,14.0
1976,12,hesketh,0.0,0,15,0.0,0.0,15.0
1976,12,boro,0.0,0,16,0.0,0.0,16.0
1976,12,williams,0.0,0,17,0.0,0.0,17.0
1976,12,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,12,brm,0.0,0,19,0.0,0.0,19.0
1976,13,ferrari,76.0,6,1,70.0,6.0,1.0
1976,13,tyrrell,53.0,1,2,51.0,1.0,3.0
1976,13,mclaren,52.0,4,3,52.0,4.0,2.0
1976,13,ligier,20.0,0,4,16.0,0.0,5.0
1976,13,penske,19.0,1,5,19.0,1.0,4.0
1976,13,march,17.0,1,6,8.0,0.0,9.0
1976,13,team_lotus,16.0,0,7,16.0,0.0,6.0
1976,13,shadow,10.0,0,8,10.0,0.0,7.0
1976,13,brabham-alfa_romeo,9.0,0,9,9.0,0.0,8.0
1976,13,surtees,4.0,0,10,4.0,0.0,10.0
1976,13,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,13,ensign,2.0,0,12,2.0,0.0,12.0
1976,13,parnelli,1.0,0,13,1.0,0.0,13.0
1976,13,wolf,0.0,0,14,0.0,0.0,14.0
1976,13,hesketh,0.0,0,15,0.0,0.0,15.0
1976,13,boro,0.0,0,16,0.0,0.0,16.0
1976,13,williams,0.0,0,17,0.0,0.0,17.0
1976,13,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,13,brm,0.0,0,19,0.0,0.0,19.0
1976,14,ferrari,77.0,6,1,76.0,6.0,1.0
1976,14,mclaren,61.0,5,2,52.0,4.0,3.0
1976,14,tyrrell,59.0,1,3,53.0,1.0,2.0
1976,14,ligier,20.0,0,4,20.0,0.0,4.0
1976,14,team_lotus,20.0,0,5,16.0,0.0,7.0
1976,14,penske,19.0,1,6,19.0,1.0,5.0
1976,14,march,17.0,1,7,17.0,1.0,6.0
1976,14,shadow,10.0,0,8,10.0,0.0,8.0
1976,14,brabham-alfa_romeo,9.0,0,9,9.0,0.0,9.0
1976,14,surtees,4.0,0,10,4.0,0.0,10.0
1976,14,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,14,ensign,2.0,0,12,2.0,0.0,12.0
1976,14,parnelli,1.0,0,13,1.0,0.0,13.0
1976,14,wolf,0.0,0,14,0.0,0.0,14.0
1976,14,hesketh,0.0,0,15,0.0,0.0,15.0
1976,14,boro,0.0,0,16,0.0,0.0,16.0
1976,14,williams,0.0,0,17,0.0,0.0,17.0
1976,14,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,14,brm,0.0,0,19,0.0,0.0,19.0
1976,15,ferrari,81.0,6,1,77.0,6.0,1.0
1976,15,mclaren,70.0,6,2,61.0,5.0,2.0
1976,15,tyrrell,65.0,1,3,59.0,1.0,3.0
1976,15,penske,20.0,1,4,19.0,1.0,6.0
1976,15,ligier,20.0,0,5,20.0,0.0,4.0
1976,15,team_lotus,20.0,0,6,20.0,0.0,5.0
1976,15,march,19.0,1,7,17.0,1.0,7.0
1976,15,shadow,10.0,0,8,10.0,0.0,8.0
1976,15,brabham-alfa_romeo,9.0,0,9,9.0,0.0,9.0
1976,15,surtees,4.0,0,10,4.0,0.0,10.0
1976,15,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,15,ensign,2.0,0,12,2.0,0.0,12.0
1976,15,parnelli,1.0,0,13,1.0,0.0,13.0
1976,15,wolf,0.0,0,14,0.0,0.0,14.0
1976,15,hesketh,0.0,0,15,0.0,0.0,15.0
1976,15,boro,0.0,0,16,0.0,0.0,16.0
1976,15,williams,0.0,0,17,0.0,0.0,17.0
1976,15,brabham-ford,0.0,0,18,0.0,0.0,18.0
1976,15,brm,0.0,0,19,0.0,0.0,19.0
1976,16,ferrari,83.0,6,1,81.0,6.0,1.0
1976,16,mclaren,74.0,6,2,70.0,6.0,2.0
1976,16,tyrrell,71.0,1,3,65.0,1.0,3.0
1976,16,team_lotus,29.0,1,4,20.0,0.0,6.0
1976,16,penske,20.0,1,5,20.0,1.0,4.0
1976,16,ligier,20.0,0,6,20.0,0.0,5.0
1976,16,march,19.0,1,7,19.0,1.0,7.0
1976,16,shadow,10.0,0,8,10.0,0.0,8.0
1976,16,brabham-alfa_romeo,9.0,0,9,9.0,0.0,9.0
1976,16,surtees,7.0,0,10,4.0,0.0,10.0
1976,16,fittipaldi,3.0,0,11,3.0,0.0,11.0
1976,16,ensign,2.0,0,12,2.0,0.0,12.0
1976,16,parnelli,1.0,0,13,1.0,0.0,13.0
1976,16,hesketh,0.0,0,14,0.0,0.0,15.0
1976,16,wolf,0.0,0,15,0.0,0.0,14.0
1976,16,boro,0.0,0,16,0.0,0.0,16.0
1976,16,williams,0.0,0,17,0.0,0.0,17.0
1976,16,kojima,0.0,0,18,0.0,0.0,0.0
1976,16,brabham-ford,0.0,0,19,0.0,0.0,18.0
1976,16,brm,0.0,0,20,0.0,0.0,19.0
1976,16,maki,0.0,0,21,0.0,0.0,0.0
1977,1,wolf,9.0,1,1,0.0,0.0,0.0
1977,1,brabham,6.0,0,2,0.0,0.0,0.0
1977,1,ferrari,4.0,0,3,0.0,0.0,0.0
1977,1,fittipaldi,3.0,0,4,0.0,0.0,0.0
1977,1,team_lotus,2.0,0,5,0.0,0.0,0.0
1977,1,ensign,1.0,0,6,0.0,0.0,0.0
1977,1,surtees,0.0,0,7,0.0,0.0,0.0
1977,1,march,0.0,0,8,0.0,0.0,0.0
1977,1,shadow,0.0,0,9,0.0,0.0,0.0
1977,1,ligier,0.0,0,10,0.0,0.0,0.0
1977,1,tyrrell,0.0,0,11,0.0,0.0,0.0
1977,1,mclaren,0.0,0,12,0.0,0.0,0.0
1977,2,ferrari,13.0,1,1,4.0,0.0,3.0
1977,2,wolf,9.0,1,2,9.0,1.0,1.0
1977,2,brabham,6.0,0,3,6.0,0.0,2.0
1977,2,mclaren,6.0,0,4,0.0,0.0,12.0
1977,2,fittipaldi,6.0,0,5,3.0,0.0,4.0
1977,2,team_lotus,4.0,0,6,2.0,0.0,5.0
1977,2,shadow,1.0,0,7,0.0,0.0,9.0
1977,2,ensign,1.0,0,8,1.0,0.0,6.0
1977,2,surtees,0.0,0,9,0.0,0.0,7.0
1977,2,march,0.0,0,10,0.0,0.0,8.0
1977,2,ligier,0.0,0,11,0.0,0.0,10.0
1977,2,tyrrell,0.0,0,12,0.0,0.0,11.0
1977,2,brm,0.0,0,13,0.0,0.0,0.0
1977,3,ferrari,22.0,2,1,13.0,1.0,1.0
1977,3,wolf,15.0,1,2,9.0,1.0,2.0
1977,3,mclaren,9.0,0,3,6.0,0.0,4.0
1977,3,brabham,7.0,0,4,6.0,0.0,3.0
1977,3,fittipaldi,6.0,0,5,6.0,0.0,5.0
1977,3,tyrrell,4.0,0,6,0.0,0.0,12.0
1977,3,team_lotus,4.0,0,7,4.0,0.0,6.0
1977,3,ensign,1.0,0,8,1.0,0.0,8.0
1977,3,shadow,1.0,0,9,1.0,0.0,7.0
1977,3,surtees,0.0,0,10,0.0,0.0,9.0
1977,3,march,0.0,0,11,0.0,0.0,10.0
1977,3,brm,0.0,0,12,0.0,0.0,13.0
1977,3,ligier,0.0,0,13,0.0,0.0,11.0
1977,4,ferrari,28.0,2,1,22.0,2.0,1.0
1977,4,wolf,19.0,1,2,15.0,1.0,2.0
1977,4,team_lotus,13.0,1,3,4.0,0.0,7.0
1977,4,mclaren,9.0,0,4,9.0,0.0,3.0
1977,4,fittipaldi,8.0,0,5,6.0,0.0,5.0
1977,4,brabham,7.0,0,6,7.0,0.0,4.0
1977,4,tyrrell,7.0,0,7,4.0,0.0,6.0
1977,4,ensign,1.0,0,8,1.0,0.0,8.0
1977,4,shadow,1.0,0,9,1.0,0.0,9.0
1977,4,penske,1.0,0,10,0.0,0.0,0.0
1977,4,surtees,0.0,0,11,0.0,0.0,10.0
1977,4,ligier,0.0,0,12,0.0,0.0,13.0
1977,4,march,0.0,0,13,0.0,0.0,11.0
1977,4,brm,0.0,0,14,0.0,0.0,12.0
1977,5,ferrari,34.0,2,1,28.0,2.0,1.0
1977,5,wolf,23.0,1,2,19.0,1.0,2.0
1977,5,team_lotus,22.0,2,3,13.0,1.0,3.0
1977,5,mclaren,12.0,0,4,9.0,0.0,4.0
1977,5,brabham,8.0,0,5,7.0,0.0,6.0
1977,5,fittipaldi,8.0,0,6,8.0,0.0,5.0
1977,5,tyrrell,7.0,0,7,7.0,0.0,7.0
1977,5,ensign,1.0,0,8,1.0,0.0,8.0
1977,5,shadow,1.0,0,9,1.0,0.0,9.0
1977,5,penske,1.0,0,10,1.0,0.0,10.0
1977,5,surtees,0.0,0,11,0.0,0.0,11.0
1977,5,ligier,0.0,0,12,0.0,0.0,12.0
1977,5,march,0.0,0,13,0.0,0.0,13.0
1977,5,brm,0.0,0,14,0.0,0.0,14.0
1977,5,hesketh,0.0,0,15,0.0,0.0,0.0
1977,5,lec,0.0,0,16,0.0,0.0,0.0
1977,6,ferrari,40.0,2,1,34.0,2.0,1.0
1977,6,wolf,32.0,2,2,23.0,1.0,2.0
1977,6,team_lotus,24.0,2,3,22.0,2.0,3.0
1977,6,mclaren,15.0,0,4,12.0,0.0,4.0
1977,6,brabham,8.0,0,5,8.0,0.0,5.0
1977,6,fittipaldi,8.0,0,6,8.0,0.0,6.0
1977,6,tyrrell,7.0,0,7,7.0,0.0,7.0
1977,6,shadow,2.0,0,8,1.0,0.0,9.0
1977,6,ensign,1.0,0,9,1.0,0.0,8.0
1977,6,penske,1.0,0,10,1.0,0.0,10.0
1977,6,surtees,0.0,0,11,0.0,0.0,11.0
1977,6,ligier,0.0,0,12,0.0,0.0,12.0
1977,6,march,0.0,0,13,0.0,0.0,13.0
1977,6,hesketh,0.0,0,14,0.0,0.0,15.0
1977,6,brm,0.0,0,15,0.0,0.0,14.0
1977,6,lec,0.0,0,16,0.0,0.0,16.0
1977,7,ferrari,46.0,2,1,40.0,2.0,1.0
1977,7,team_lotus,33.0,3,2,24.0,2.0,3.0
1977,7,wolf,32.0,2,3,32.0,2.0,2.0
1977,7,mclaren,15.0,0,4,15.0,0.0,4.0
1977,7,tyrrell,11.0,0,5,7.0,0.0,7.0
1977,7,brabham,9.0,0,6,8.0,0.0,5.0
1977,7,fittipaldi,8.0,0,7,8.0,0.0,6.0
1977,7,shadow,4.0,0,8,2.0,0.0,8.0
1977,7,surtees,3.0,0,9,0.0,0.0,11.0
1977,7,ensign,1.0,0,10,1.0,0.0,9.0
1977,7,penske,1.0,0,11,1.0,0.0,10.0
1977,7,ligier,0.0,0,12,0.0,0.0,12.0
1977,7,hesketh,0.0,0,13,0.0,0.0,14.0
1977,7,march,0.0,0,14,0.0,0.0,13.0
1977,7,lec,0.0,0,15,0.0,0.0,16.0
1977,7,brm,0.0,0,16,0.0,0.0,15.0
1977,8,ferrari,50.0,2,1,46.0,2.0,1.0
1977,8,team_lotus,34.0,3,2,33.0,3.0,2.0
1977,8,wolf,32.0,2,3,32.0,2.0,3.0
1977,8,mclaren,21.0,0,4,15.0,0.0,4.0
1977,8,tyrrell,14.0,0,5,11.0,0.0,5.0
1977,8,brabham,11.0,0,6,9.0,0.0,6.0
1977,8,ligier,9.0,1,7,0.0,0.0,12.0
1977,8,fittipaldi,8.0,0,8,8.0,0.0,7.0
1977,8,shadow,4.0,0,9,4.0,0.0,8.0
1977,8,surtees,3.0,0,10,3.0,0.0,9.0
1977,8,ensign,1.0,0,11,1.0,0.0,10.0
1977,8,penske,1.0,0,12,1.0,0.0,11.0
1977,8,hesketh,0.0,0,13,0.0,0.0,13.0
1977,8,march,0.0,0,14,0.0,0.0,14.0
1977,8,lec,0.0,0,15,0.0,0.0,15.0
1977,8,brm,0.0,0,16,0.0,0.0,16.0
1977,9,ferrari,50.0,2,1,50.0,2.0,1.0
1977,9,team_lotus,43.0,4,2,34.0,3.0,2.0
1977,9,wolf,32.0,2,3,32.0,2.0,3.0
1977,9,mclaren,25.0,0,4,21.0,0.0,4.0
1977,9,brabham,17.0,0,5,11.0,0.0,6.0
1977,9,tyrrell,14.0,0,6,14.0,0.0,5.0
1977,9,ligier,9.0,1,7,9.0,1.0,7.0
1977,9,fittipaldi,8.0,0,8,8.0,0.0,8.0
1977,9,shadow,4.0,0,9,4.0,0.0,9.0
1977,9,surtees,3.0,0,10,3.0,0.0,10.0
1977,9,ensign,1.0,0,11,1.0,0.0,11.0
1977,9,penske,1.0,0,12,1.0,0.0,12.0
1977,9,hesketh,0.0,0,13,0.0,0.0,13.0
1977,9,march,0.0,0,14,0.0,0.0,14.0
1977,9,lec,0.0,0,15,0.0,0.0,15.0
1977,9,brm,0.0,0,16,0.0,0.0,16.0
1977,10,ferrari,56.0,2,1,50.0,2.0,1.0
1977,10,team_lotus,47.0,4,2,43.0,4.0,2.0
1977,10,mclaren,34.0,1,3,25.0,0.0,4.0
1977,10,wolf,32.0,2,4,32.0,2.0,3.0
1977,10,brabham,19.0,0,5,17.0,0.0,5.0
1977,10,tyrrell,14.0,0,6,14.0,0.0,6.0
1977,10,ligier,10.0,1,7,9.0,1.0,7.0
1977,10,fittipaldi,8.0,0,8,8.0,0.0,8.0
1977,10,shadow,4.0,0,9,4.0,0.0,9.0
1977,10,surtees,3.0,0,10,3.0,0.0,10.0
1977,10,ensign,1.0,0,11,1.0,0.0,11.0
1977,10,penske,1.0,0,12,1.0,0.0,12.0
1977,10,hesketh,0.0,0,13,0.0,0.0,13.0
1977,10,march,0.0,0,14,0.0,0.0,14.0
1977,10,lec,0.0,0,15,0.0,0.0,15.0
1977,10,brm,0.0,0,16,0.0,0.0,16.0
1977,10,renault,0.0,0,17,0.0,0.0,0.0
1977,10,mcguire,0.0,0,18,0.0,0.0,0.0
1977,11,ferrari,65.0,3,1,56.0,2.0,1.0
1977,11,team_lotus,47.0,4,2,47.0,4.0,2.0
1977,11,wolf,38.0,2,3,32.0,2.0,4.0
1977,11,mclaren,34.0,1,4,34.0,1.0,3.0
1977,11,brabham,23.0,0,5,19.0,0.0,5.0
1977,11,tyrrell,14.0,0,6,14.0,0.0,6.0
1977,11,ligier,10.0,1,7,10.0,1.0,7.0
1977,11,fittipaldi,8.0,0,8,8.0,0.0,8.0
1977,11,surtees,5.0,0,9,3.0,0.0,10.0
1977,11,shadow,4.0,0,10,4.0,0.0,9.0
1977,11,ensign,2.0,0,11,1.0,0.0,11.0
1977,11,penske,1.0,0,12,1.0,0.0,12.0
1977,11,march,0.0,0,13,0.0,0.0,14.0
1977,11,hesketh,0.0,0,14,0.0,0.0,13.0
1977,11,lec,0.0,0,15,0.0,0.0,15.0
1977,11,brm,0.0,0,16,0.0,0.0,16.0
1977,11,renault,0.0,0,17,0.0,0.0,17.0
1977,11,mcguire,0.0,0,18,0.0,0.0,18.0
1977,12,ferrari,71.0,3,1,65.0,3.0,1.0
1977,12,team_lotus,47.0,4,2,47.0,4.0,2.0
1977,12,wolf,38.0,2,3,38.0,2.0,3.0
1977,12,mclaren,35.0,1,4,34.0,1.0,4.0
1977,12,brabham,27.0,0,5,23.0,0.0,5.0
1977,12,tyrrell,16.0,0,6,14.0,0.0,6.0
1977,12,shadow,13.0,1,7,4.0,0.0,10.0
1977,12,ligier,10.0,1,8,10.0,1.0,7.0
1977,12,fittipaldi,8.0,0,9,8.0,0.0,8.0
1977,12,surtees,5.0,0,10,5.0,0.0,9.0
1977,12,ensign,2.0,0,11,2.0,0.0,11.0
1977,12,penske,1.0,0,12,1.0,0.0,12.0
1977,12,hesketh,0.0,0,13,0.0,0.0,14.0
1977,12,march,0.0,0,14,0.0,0.0,13.0
1977,12,lec,0.0,0,15,0.0,0.0,15.0
1977,12,brm,0.0,0,16,0.0,0.0,16.0
1977,12,renault,0.0,0,17,0.0,0.0,17.0
1977,12,mcguire,0.0,0,18,0.0,0.0,18.0
1977,13,ferrari,80.0,4,1,71.0,3.0,1.0
1977,13,team_lotus,47.0,4,2,47.0,4.0,2.0
1977,13,wolf,42.0,2,3,38.0,2.0,3.0
1977,13,mclaren,35.0,1,4,35.0,1.0,4.0
1977,13,brabham,27.0,0,5,27.0,0.0,5.0
1977,13,ligier,16.0,1,6,10.0,1.0,8.0
1977,13,tyrrell,16.0,0,7,16.0,0.0,6.0
1977,13,shadow,13.0,1,8,13.0,1.0,7.0
1977,13,fittipaldi,11.0,0,9,8.0,0.0,9.0
