season,round,circuit_id,lat,long,country,date,url
1973,6,monaco,43.7347,7.42056,Monaco,1973-06-03,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
1973,7,anderstorp,57.2653,13.6042,Sweden,1973-06-17,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
1973,8,ricard,43.2506,5.79167,France,1973-07-01,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
1973,9,silverstone,52.0786,-1.01694,UK,1973-07-14,http://en.wikipedia.org/wiki/1973_British_Grand_Prix
1973,10,zandvoort,52.3888,4.54092,Netherlands,1973-07-29,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
1973,11,nurburgring,50.3356,6.9475,Germany,1973-08-05,http://en.wikipedia.org/wiki/1973_German_Grand_Prix
1973,12,osterreichring,47.2197,14.7647,Austria,1973-08-19,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
1973,13,monza,45.6156,9.28111,Italy,1973-09-09,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
1973,14,mosport,44.0481,-78.6756,Canada,1973-09-23,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
1973,15,watkins_glen,42.3369,-76.9272,USA,1973-10-07,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
1974,1,galvez,-34.6943,-58.4593,Argentina,1974-01-13,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
1974,2,interlagos,-23.7036,-46.6997,Brazil,1974-01-27,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
1974,3,kyalami,-25.9894,28.0767,South Africa,1974-03-30,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
1974,4,jarama,40.6171,-3.58558,Spain,1974-04-28,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
1974,5,nivelles,50.6211,4.32694,Belgium,1974-05-12,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
1974,6,monaco,43.7347,7.42056,Monaco,1974-05-26,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
1974,7,anderstorp,57.2653,13.6042,Sweden,1974-06-09,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
1974,8,zandvoort,52.3888,4.54092,Netherlands,1974-06-23,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
1974,9,dijon,47.3625,4.89913,France,1974-07-07,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
1974,10,brands_hatch,51.3569,0.263056,UK,1974-07-20,http://en.wikipedia.org/wiki/1974_British_Grand_Prix
1974,11,nurburgring,50.3356,6.9475,Germany,1974-08-04,http://en.wikipedia.org/wiki/1974_German_Grand_Prix
1974,12,osterreichring,47.2197,14.7647,Austria,1974-08-18,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
1974,13,monza,45.6156,9.28111,Italy,1974-09-08,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
1974,14,mosport,44.0481,-78.6756,Canada,1974-09-22,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
1974,15,watkins_glen,42.3369,-76.9272,USA,1974-10-06,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
1975,1,galvez,-34.6943,-58.4593,Argentina,1975-01-12,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
1975,2,interlagos,-23.7036,-46.6997,Brazil,1975-01-26,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
1975,3,kyalami,-25.9894,28.0767,South Africa,1975-03-01,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
1975,4,montjuic,41.3664,2.15167,Spain,1975-04-27,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
1975,5,monaco,43.7347,7.42056,Monaco,1975-05-11,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
1975,6,zolder,50.9894,5.25694,Belgium,1975-05-25,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
1975,7,anderstorp,57.2653,13.6042,Sweden,1975-06-08,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
1975,8,zandvoort,52.3888,4.54092,Netherlands,1975-06-22,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
1975,9,ricard,43.2506,5.79167,France,1975-07-06,http://en.wikipedia.org/wiki/1975_French_Grand_Prix
1975,10,silverstone,52.0786,-1.01694,UK,1975-07-19,http://en.wikipedia.org/wiki/1975_British_Grand_Prix
1975,11,nurburgring,50.3356,6.9475,Germany,1975-08-03,http://en.wikipedia.org/wiki/1975_German_Grand_Prix
1975,12,osterreichring,47.2197,14.7647,Austria,1975-08-17,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
1975,13,monza,45.6156,9.28111,Italy,1975-09-07,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
1975,14,watkins_glen,42.3369,-76.9272,USA,1975-10-05,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
1976,1,interlagos,-23.7036,-46.6997,Brazil,1976-01-25,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
1976,2,kyalami,-25.9894,28.0767,South Africa,1976-03-06,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
1976,3,long_beach,33.7651,-118.189,USA,1976-03-28,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
1976,4,jarama,40.6171,-3.58558,Spain,1976-05-02,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
1976,5,zolder,50.9894,5.25694,Belgium,1976-05-16,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
1976,6,monaco,43.7347,7.42056,Monaco,1976-05-30,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
1976,7,anderstorp,57.2653,13.6042,Sweden,1976-06-13,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
1976,8,ricard,43.2506,5.79167,France,1976-07-04,http://en.wikipedia.org/wiki/1976_French_Grand_Prix
1976,9,brands_hatch,51.3569,0.263056,UK,1976-07-18,http://en.wikipedia.org/wiki/1976_British_Grand_Prix
1976,10,nurburgring,50.3356,6.9475,Germany,1976-08-01,http://en.wikipedia.org/wiki/1976_German_Grand_Prix
1976,11,osterreichring,47.2197,14.7647,Austria,1976-08-15,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
1976,12,zandvoort,52.3888,4.54092,Netherlands,1976-08-29,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
1976,13,monza,45.6156,9.28111,Italy,1976-09-12,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
1976,14,mosport,44.0481,-78.6756,Canada,1976-10-03,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
1976,15,watkins_glen,42.3369,-76.9272,USA,1976-10-10,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
1976,16,fuji,35.3717,138.927,Japan,1976-10-24,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
1977,1,galvez,-34.6943,-58.4593,Argentina,1977-01-09,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
1977,2,interlagos,-23.7036,-46.6997,Brazil,1977-01-23,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
1977,3,kyalami,-25.9894,28.0767,South Africa,1977-03-05,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
1977,4,long_beach,33.7651,-118.189,USA,1977-04-03,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
1977,5,jarama,40.6171,-3.58558,Spain,1977-05-08,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
1977,6,monaco,43.7347,7.42056,Monaco,1977-05-22,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
1977,7,zolder,50.9894,5.25694,Belgium,1977-06-05,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
1977,8,anderstorp,57.2653,13.6042,Sweden,1977-06-19,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
1977,9,dijon,47.3625,4.89913,France,1977-07-03,http://en.wikipedia.org/wiki/1977_French_Grand_Prix
1977,10,silverstone,52.0786,-1.01694,UK,1977-07-16,http://en.wikipedia.org/wiki/1977_British_Grand_Prix
1977,11,hockenheimring,49.3278,8.56583,Germany,1977-07-31,http://en.wikipedia.org/wiki/1977_German_Grand_Prix
1977,12,osterreichring,47.2197,14.7647,Austria,1977-08-14,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
1977,13,zandvoort,52.3888,4.54092,Netherlands,1977-08-28,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
1977,14,monza,45.6156,9.28111,Italy,1977-09-11,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
1977,15,watkins_glen,42.3369,-76.9272,USA,1977-10-02,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
1977,16,mosport,44.0481,-78.6756,Canada,1977-10-09,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
1977,17,fuji,35.3717,138.927,Japan,1977-10-23,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
1978,1,galvez,-34.6943,-58.4593,Argentina,1978-01-15,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
1978,2,jacarepagua,-22.9756,-43.395,Brazil,1978-01-29,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
1978,3,kyalami,-25.9894,28.0767,South Africa,1978-03-04,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
1978,4,long_beach,33.7651,-118.189,USA,1978-04-02,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
1978,5,monaco,43.7347,7.42056,Monaco,1978-05-07,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
1978,6,zolder,50.9894,5.25694,Belgium,1978-05-21,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
1978,7,jarama,40.6171,-3.58558,Spain,1978-06-04,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
1978,8,anderstorp,57.2653,13.6042,Sweden,1978-06-17,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
1978,9,ricard,43.2506,5.79167,France,1978-07-02,http://en.wikipedia.org/wiki/1978_French_Grand_Prix
1978,10,brands_hatch,51.3569,0.263056,UK,1978-07-16,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
1978,11,hockenheimring,49.3278,8.56583,Germany,1978-07-30,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
1978,12,osterreichring,47.2197,14.7647,Austria,1978-08-13,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
1978,13,zandvoort,52.3888,4.54092,Netherlands,1978-08-27,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
1978,14,monza,45.6156,9.28111,Italy,1978-09-10,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
1978,15,watkins_glen,42.3369,-76.9272,USA,1978-10-01,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
1978,16,villeneuve,45.5,-73.5228,Canada,1978-10-08,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
1979,1,galvez,-34.6943,-58.4593,Argentina,1979-01-21,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix
1979,2,interlagos,-23.7036,-46.6997,Brazil,1979-02-04,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
1979,3,kyalami,-25.9894,28.0767,South Africa,1979-03-03,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix
1979,4,long_beach,33.7651,-118.189,USA,1979-04-08,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
1979,5,jarama,40.6171,-3.58558,Spain,1979-04-29,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix
1979,6,zolder,50.9894,5.25694,Belgium,1979-05-13,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix
1979,7,monaco,43.7347,7.42056,Monaco,1979-05-27,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix
1979,8,dijon,47.3625,4.89913,France,1979-07-01,http://en.wikipedia.org/wiki/1979_French_Grand_Prix
1979,9,silverstone,52.0786,-1.01694,UK,1979-07-14,http://en.wikipedia.org/wiki/1979_British_Grand_Prix
1979,10,hockenheimring,49.3278,8.56583,Germany,1979-07-29,http://en.wikipedia.org/wiki/1979_German_Grand_Prix
1979,11,osterreichring,47.2197,14.7647,Austria,1979-08-12,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix
1979,12,zandvoort,52.3888,4.54092,Netherlands,1979-08-26,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix
1979,13,monza,45.6156,9.28111,Italy,1979-09-09,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
1979,14,villeneuve,45.5,-73.5228,Canada,1979-09-30,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix
1979,15,watkins_glen,42.3369,-76.9272,USA,1979-10-07,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix
1980,1,galvez,-34.6943,-58.4593,Argentina,1980-01-13,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix
1980,2,interlagos,-23.7036,-46.6997,Brazil,1980-01-27,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix
1980,3,kyalami,-25.9894,28.0767,South Africa,1980-03-01,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix
1980,4,long_beach,33.7651,-118.189,USA,1980-03-30,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West
1980,5,zolder,50.9894,5.25694,Belgium,1980-05-04,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix
1980,6,monaco,43.7347,7.42056,Monaco,1980-05-18,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
1980,7,ricard,43.2506,5.79167,France,1980-06-29,http://en.wikipedia.org/wiki/1980_French_Grand_Prix
1980,8,brands_hatch,51.3569,0.263056,UK,1980-07-13,http://en.wikipedia.org/wiki/1980_British_Grand_Prix
1980,9,hockenheimring,49.3278,8.56583,Germany,1980-08-10,http://en.wikipedia.org/wiki/1980_German_Grand_Prix
1980,10,osterreichring,47.2197,14.7647,Austria,1980-08-17,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
1980,11,zandvoort,52.3888,4.54092,Netherlands,1980-08-31,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix
1980,12,imola,44.3439,11.7167,Italy,1980-09-14,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
1980,13,villeneuve,45.5,-73.5228,Canada,1980-09-28,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
1980,14,watkins_glen,42.3369,-76.9272,USA,1980-10-05,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix
1981,1,long_beach,33.7651,-118.189,USA,1981-03-15,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
1981,2,jacarepagua,-22.9756,-43.395,Brazil,1981-03-29,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
1981,3,galvez,-34.6943,-58.4593,Argentina,1981-04-12,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
1981,4,imola,44.3439,11.7167,Italy,1981-05-03,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
1981,5,zolder,50.9894,5.25694,Belgium,1981-05-17,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
1981,6,monaco,43.7347,7.42056,Monaco,1981-05-31,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
1981,7,jarama,40.6171,-3.58558,Spain,1981-06-21,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
1981,8,dijon,47.3625,4.89913,France,1981-07-05,http://en.wikipedia.org/wiki/1981_French_Grand_Prix
1981,9,silverstone,52.0786,-1.01694,UK,1981-07-18,http://en.wikipedia.org/wiki/1981_British_Grand_Prix
1981,10,hockenheimring,49.3278,8.56583,Germany,1981-08-02,http://en.wikipedia.org/wiki/1981_German_Grand_Prix
1981,11,osterreichring,47.2197,14.7647,Austria,1981-08-16,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix
1981,12,zandvoort,52.3888,4.54092,Netherlands,1981-08-30,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
1981,13,monza,45.6156,9.28111,Italy,1981-09-13,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
1981,14,villeneuve,45.5,-73.5228,Canada,1981-09-27,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
1981,15,las_vegas,36.1162,-115.174,USA,1981-10-17,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix
1982,1,kyalami,-25.9894,28.0767,South Africa,1982-01-23,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
1982,2,jacarepagua,-22.9756,-43.395,Brazil,1982-03-21,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
1982,3,long_beach,33.7651,-118.189,USA,1982-04-04,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
1982,4,imola,44.3439,11.7167,Italy,1982-04-25,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix
1982,5,zolder,50.9894,5.25694,Belgium,1982-05-09,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
1982,6,monaco,43.7347,7.42056,Monaco,1982-05-23,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
1982,7,detroit,42.3298,-83.0401,USA,1982-06-06,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
1982,8,villeneuve,45.5,-73.5228,Canada,1982-06-13,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
1982,9,zandvoort,52.3888,4.54092,Netherlands,1982-07-03,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
1982,10,brands_hatch,51.3569,0.263056,UK,1982-07-18,http://en.wikipedia.org/wiki/1982_British_Grand_Prix
1982,11,ricard,43.2506,5.79167,France,1982-07-25,http://en.wikipedia.org/wiki/1982_French_Grand_Prix
1982,12,hockenheimring,49.3278,8.56583,Germany,1982-08-08,http://en.wikipedia.org/wiki/1982_German_Grand_Prix
1982,13,osterreichring,47.2197,14.7647,Austria,1982-08-15,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
1982,14,dijon,47.3625,4.89913,France,1982-08-29,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
1982,15,monza,45.6156,9.28111,Italy,1982-09-12,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
1982,16,las_vegas,36.1162,-115.174,USA,1982-09-25,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
1983,1,jacarepagua,-22.9756,-43.395,Brazil,1983-03-13,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix
1983,2,long_beach,33.7651,-118.189,USA,1983-03-27,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
1983,3,ricard,43.2506,5.79167,France,1983-04-17,http://en.wikipedia.org/wiki/1983_French_Grand_Prix
1983,4,imola,44.3439,11.7167,Italy,1983-05-01,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
1983,5,monaco,43.7347,7.42056,Monaco,1983-05-15,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix
1983,6,spa,50.4372,5.97139,Belgium,1983-05-22,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
1983,7,detroit,42.3298,-83.0401,USA,1983-06-05,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix
1983,8,villeneuve,45.5,-73.5228,Canada,1983-06-12,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
1983,9,silverstone,52.0786,-1.01694,UK,1983-07-16,http://en.wikipedia.org/wiki/1983_British_Grand_Prix
1983,10,hockenheimring,49.3278,8.56583,Germany,1983-08-07,http://en.wikipedia.org/wiki/1983_German_Grand_Prix
1983,11,osterreichring,47.2197,14.7647,Austria,1983-08-14,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix
1983,12,zandvoort,52.3888,4.54092,Netherlands,1983-08-28,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
1983,13,monza,45.6156,9.28111,Italy,1983-09-11,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
1983,14,brands_hatch,51.3569,0.263056,UK,1983-09-25,http://en.wikipedia.org/wiki/1983_European_Grand_Prix
1983,15,kyalami,-25.9894,28.0767,South Africa,1983-10-15,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
1984,1,jacarepagua,-22.9756,-43.395,Brazil,1984-03-25,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix
1984,2,kyalami,-25.9894,28.0767,South Africa,1984-04-07,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
1984,3,zolder,50.9894,5.25694,Belgium,1984-04-29,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
1984,4,imola,44.3439,11.7167,Italy,1984-05-06,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix
1984,5,dijon,47.3625,4.89913,France,1984-05-20,http://en.wikipedia.org/wiki/1984_French_Grand_Prix
1984,6,monaco,43.7347,7.42056,Monaco,1984-06-03,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix
1984,7,villeneuve,45.5,-73.5228,Canada,1984-06-17,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix
1984,8,detroit,42.3298,-83.0401,USA,1984-06-24,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix
1984,9,dallas,32.7774,-96.7587,USA,1984-07-08,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix
1984,10,brands_hatch,51.3569,0.263056,UK,1984-07-22,http://en.wikipedia.org/wiki/1984_British_Grand_Prix
1984,11,hockenheimring,49.3278,8.56583,Germany,1984-08-05,http://en.wikipedia.org/wiki/1984_German_Grand_Prix
1984,12,osterreichring,47.2197,14.7647,Austria,1984-08-19,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
1984,13,zandvoort,52.3888,4.54092,Netherlands,1984-08-26,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix
1984,14,monza,45.6156,9.28111,Italy,1984-09-09,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix
1984,15,nurburgring,50.3356,6.9475,Germany,1984-10-07,http://en.wikipedia.org/wiki/1984_European_Grand_Prix
1984,16,estoril,38.7506,-9.39417,Portugal,1984-10-21,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix
1985,1,jacarepagua,-22.9756,-43.395,Brazil,1985-04-07,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix
1985,2,estoril,38.7506,-9.39417,Portugal,1985-04-21,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix
1985,3,imola,44.3439,11.7167,Italy,1985-05-05,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix
1985,4,monaco,43.7347,7.42056,Monaco,1985-05-19,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix
1985,5,villeneuve,45.5,-73.5228,Canada,1985-06-16,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
1985,6,detroit,42.3298,-83.0401,USA,1985-06-23,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
1985,7,ricard,43.2506,5.79167,France,1985-07-07,http://en.wikipedia.org/wiki/1985_French_Grand_Prix
1985,8,silverstone,52.0786,-1.01694,UK,1985-07-21,http://en.wikipedia.org/wiki/1985_British_Grand_Prix
1985,9,nurburgring,50.3356,6.9475,Germany,1985-08-04,http://en.wikipedia.org/wiki/1985_German_Grand_Prix
1985,10,osterreichring,47.2197,14.7647,Austria,1985-08-18,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix
1985,11,zandvoort,52.3888,4.54092,Netherlands,1985-08-25,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix
1985,12,monza,45.6156,9.28111,Italy,1985-09-08,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix
1985,13,spa,50.4372,5.97139,Belgium,1985-09-15,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix
1985,14,brands_hatch,51.3569,0.263056,UK,1985-10-06,http://en.wikipedia.org/wiki/1985_European_Grand_Prix
1985,15,kyalami,-25.9894,28.0767,South Africa,1985-10-19,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix
1985,16,adelaide,-34.9272,138.617,Australia,1985-11-03,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix
1986,1,jacarepagua,-22.9756,-43.395,Brazil,1986-03-23,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix
1986,2,jerez,36.7083,-6.03417,Spain,1986-04-13,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix
1986,3,imola,44.3439,11.7167,Italy,1986-04-27,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
1986,4,monaco,43.7347,7.42056,Monaco,1986-05-11,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix
1986,5,spa,50.4372,5.97139,Belgium,1986-05-25,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix
1986,6,villeneuve,45.5,-73.5228,Canada,1986-06-15,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
1986,7,detroit,42.3298,-83.0401,USA,1986-06-22,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix
1986,8,ricard,43.2506,5.79167,France,1986-07-06,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
1986,9,brands_hatch,51.3569,0.263056,UK,1986-07-13,http://en.wikipedia.org/wiki/1986_British_Grand_Prix
1986,10,hockenheimring,49.3278,8.56583,Germany,1986-07-27,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
1986,11,hungaroring,47.5789,19.2486,Hungary,1986-08-10,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix
1986,12,osterreichring,47.2197,14.7647,Austria,1986-08-17,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
1986,13,monza,45.6156,9.28111,Italy,1986-09-07,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
1986,14,estoril,38.7506,-9.39417,Portugal,1986-09-21,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
1986,15,rodriguez,19.4042,-99.0907,Mexico,1986-10-12,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
1986,16,adelaide,-34.9272,138.617,Australia,1986-10-26,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
1987,1,jacarepagua,-22.9756,-43.395,Brazil,1987-04-12,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix
1987,2,imola,44.3439,11.7167,Italy,1987-05-03,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix
1987,3,spa,50.4372,5.97139,Belgium,1987-05-17,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
1987,4,monaco,43.7347,7.42056,Monaco,1987-05-31,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix
1987,5,detroit,42.3298,-83.0401,USA,1987-06-21,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix
1987,6,ricard,43.2506,5.79167,France,1987-07-05,http://en.wikipedia.org/wiki/1987_French_Grand_Prix
1987,7,silverstone,52.0786,-1.01694,UK,1987-07-12,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
1987,8,hockenheimring,49.3278,8.56583,Germany,1987-07-26,http://en.wikipedia.org/wiki/1987_German_Grand_Prix
1987,9,hungaroring,47.5789,19.2486,Hungary,1987-08-09,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
1987,10,osterreichring,47.2197,14.7647,Austria,1987-08-16,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix
1987,11,monza,45.6156,9.28111,Italy,1987-09-06,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix
