season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
1976,10,perkins,0.0,0,24,0.0,0.0,23.0
1976,10,merzario,0.0,0,25,0.0,0.0,24.0
1976,10,zorzi,0.0,0,26,0.0,0.0,25.0
1976,10,leclere,0.0,0,27,0.0,0.0,26.0
1976,10,evans,0.0,0,28,0.0,0.0,27.0
1976,10,lunger,0.0,0,29,0.0,0.0,28.0
1976,10,hoffmann,0.0,0,30,0.0,0.0,29.0
1976,11,lauda,61.0,5,1,61.0,5.0,1.0
1976,11,hunt,38.0,3,2,35.0,3.0,3.0
1976,11,scheckter,36.0,1,3,36.0,1.0,2.0
1976,11,depailler,26.0,0,4,26.0,0.0,4.0
1976,11,watson,19.0,1,5,10.0,0.0,7.0
1976,11,regazzoni,16.0,1,6,16.0,1.0,5.0
1976,11,laffite,16.0,0,7,10.0,0.0,8.0
1976,11,mass,14.0,0,8,14.0,0.0,6.0
1976,11,nilsson,10.0,0,9,6.0,0.0,11.0
1976,11,pryce,7.0,0,10,7.0,0.0,9.0
1976,11,pace,7.0,0,11,7.0,0.0,10.0
1976,11,stuck,6.0,0,12,6.0,0.0,12.0
1976,11,mario_andretti,5.0,0,13,3.0,0.0,15.0
1976,11,jones,4.0,0,14,4.0,0.0,13.0
1976,11,reutemann,3.0,0,15,3.0,0.0,14.0
1976,11,emerson_fittipaldi,3.0,0,16,3.0,0.0,16.0
1976,11,amon,2.0,0,17,2.0,0.0,17.0
1976,11,peterson,1.0,0,18,0.0,0.0,21.0
1976,11,stommelen,1.0,0,19,1.0,0.0,18.0
1976,11,jarier,0.0,0,20,0.0,0.0,19.0
1976,11,ickx,0.0,0,21,0.0,0.0,20.0
1976,11,ertl,0.0,0,22,0.0,0.0,22.0
1976,11,brambilla,0.0,0,23,0.0,0.0,23.0
1976,11,perkins,0.0,0,24,0.0,0.0,24.0
1976,11,merzario,0.0,0,25,0.0,0.0,25.0
1976,11,pescarolo,0.0,0,26,0.0,0.0,0.0
1976,11,zorzi,0.0,0,27,0.0,0.0,26.0
1976,11,leclere,0.0,0,28,0.0,0.0,27.0
1976,11,lunger,0.0,0,29,0.0,0.0,29.0
1976,11,evans,0.0,0,30,0.0,0.0,28.0
1976,12,lauda,61.0,5,1,61.0,5.0,1.0
1976,12,hunt,47.0,4,2,38.0,3.0,2.0
1976,12,scheckter,38.0,1,3,36.0,1.0,3.0
1976,12,depailler,26.0,0,4,26.0,0.0,4.0
1976,12,regazzoni,22.0,1,5,16.0,1.0,6.0
1976,12,watson,19.0,1,6,19.0,1.0,5.0
1976,12,laffite,16.0,0,7,16.0,0.0,7.0
1976,12,mass,14.0,0,8,14.0,0.0,8.0
1976,12,nilsson,10.0,0,9,10.0,0.0,9.0
1976,12,pryce,10.0,0,10,7.0,0.0,10.0
1976,12,mario_andretti,9.0,0,11,5.0,0.0,13.0
1976,12,pace,7.0,0,12,7.0,0.0,11.0
1976,12,stuck,6.0,0,13,6.0,0.0,12.0
1976,12,jones,4.0,0,14,4.0,0.0,14.0
1976,12,reutemann,3.0,0,15,3.0,0.0,15.0
1976,12,emerson_fittipaldi,3.0,0,16,3.0,0.0,16.0
1976,12,amon,2.0,0,17,2.0,0.0,17.0
1976,12,peterson,1.0,0,18,1.0,0.0,18.0
1976,12,brambilla,1.0,0,19,0.0,0.0,23.0
1976,12,stommelen,1.0,0,20,1.0,0.0,19.0
1976,12,jarier,0.0,0,21,0.0,0.0,20.0
1976,12,ickx,0.0,0,22,0.0,0.0,21.0
1976,12,ertl,0.0,0,23,0.0,0.0,22.0
1976,12,perkins,0.0,0,24,0.0,0.0,24.0
1976,12,pescarolo,0.0,0,25,0.0,0.0,26.0
1976,12,merzario,0.0,0,26,0.0,0.0,25.0
1976,12,zorzi,0.0,0,27,0.0,0.0,27.0
1976,12,leclere,0.0,0,28,0.0,0.0,28.0
1976,12,lunger,0.0,0,29,0.0,0.0,29.0
1976,12,evans,0.0,0,30,0.0,0.0,30.0
1976,13,lauda,64.0,5,1,61.0,5.0,1.0
1976,13,hunt,47.0,4,2,47.0,4.0,2.0
1976,13,scheckter,40.0,1,3,38.0,1.0,3.0
1976,13,regazzoni,28.0,1,4,22.0,1.0,5.0
1976,13,depailler,27.0,0,5,26.0,0.0,4.0
1976,13,laffite,20.0,0,6,16.0,0.0,7.0
1976,13,watson,19.0,1,7,19.0,1.0,6.0
1976,13,mass,14.0,0,8,14.0,0.0,8.0
1976,13,peterson,10.0,1,9,1.0,0.0,18.0
1976,13,nilsson,10.0,0,10,10.0,0.0,9.0
1976,13,pryce,10.0,0,11,10.0,0.0,10.0
1976,13,mario_andretti,9.0,0,12,9.0,0.0,11.0
1976,13,pace,7.0,0,13,7.0,0.0,12.0
1976,13,stuck,6.0,0,14,6.0,0.0,13.0
1976,13,jones,4.0,0,15,4.0,0.0,14.0
1976,13,reutemann,3.0,0,16,3.0,0.0,15.0
1976,13,emerson_fittipaldi,3.0,0,17,3.0,0.0,16.0
1976,13,amon,2.0,0,18,2.0,0.0,17.0
1976,13,brambilla,1.0,0,19,1.0,0.0,19.0
1976,13,stommelen,1.0,0,20,1.0,0.0,20.0
1976,13,jarier,0.0,0,21,0.0,0.0,21.0
1976,13,ickx,0.0,0,22,0.0,0.0,22.0
1976,13,ertl,0.0,0,23,0.0,0.0,23.0
1976,13,perkins,0.0,0,24,0.0,0.0,24.0
1976,13,pescarolo,0.0,0,25,0.0,0.0,25.0
1976,13,merzario,0.0,0,26,0.0,0.0,26.0
1976,13,zorzi,0.0,0,27,0.0,0.0,27.0
1976,13,leclere,0.0,0,28,0.0,0.0,28.0
1976,13,lunger,0.0,0,29,0.0,0.0,29.0
1976,13,evans,0.0,0,30,0.0,0.0,30.0
1976,14,lauda,64.0,5,1,64.0,5.0,1.0
1976,14,hunt,56.0,5,2,47.0,4.0,2.0
1976,14,scheckter,43.0,1,3,40.0,1.0,3.0
1976,14,depailler,33.0,0,4,27.0,0.0,5.0
1976,14,regazzoni,29.0,1,5,28.0,1.0,4.0
1976,14,laffite,20.0,0,6,20.0,0.0,6.0
1976,14,watson,19.0,1,7,19.0,1.0,7.0
1976,14,mass,16.0,0,8,14.0,0.0,8.0
1976,14,mario_andretti,13.0,0,9,9.0,0.0,12.0
1976,14,peterson,10.0,1,10,10.0,1.0,9.0
1976,14,nilsson,10.0,0,11,10.0,0.0,10.0
1976,14,pryce,10.0,0,12,10.0,0.0,11.0
1976,14,pace,7.0,0,13,7.0,0.0,13.0
1976,14,stuck,6.0,0,14,6.0,0.0,14.0
1976,14,jones,4.0,0,15,4.0,0.0,15.0
1976,14,reutemann,3.0,0,16,3.0,0.0,16.0
1976,14,emerson_fittipaldi,3.0,0,17,3.0,0.0,17.0
1976,14,amon,2.0,0,18,2.0,0.0,18.0
1976,14,brambilla,1.0,0,19,1.0,0.0,19.0
1976,14,stommelen,1.0,0,20,1.0,0.0,20.0
1976,14,jarier,0.0,0,21,0.0,0.0,21.0
1976,14,ickx,0.0,0,22,0.0,0.0,22.0
1976,14,ertl,0.0,0,23,0.0,0.0,23.0
1976,14,perkins,0.0,0,24,0.0,0.0,24.0
1976,14,pescarolo,0.0,0,25,0.0,0.0,25.0
1976,14,merzario,0.0,0,26,0.0,0.0,26.0
1976,14,zorzi,0.0,0,27,0.0,0.0,27.0
1976,14,leclere,0.0,0,28,0.0,0.0,28.0
1976,14,lunger,0.0,0,29,0.0,0.0,29.0
1976,14,evans,0.0,0,30,0.0,0.0,30.0
1976,15,lauda,68.0,5,1,64.0,5.0,1.0
1976,15,hunt,65.0,6,2,56.0,5.0,2.0
1976,15,scheckter,49.0,1,3,43.0,1.0,3.0
1976,15,depailler,33.0,0,4,33.0,0.0,4.0
1976,15,regazzoni,29.0,1,5,29.0,1.0,5.0
1976,15,watson,20.0,1,6,19.0,1.0,7.0
1976,15,laffite,20.0,0,7,20.0,0.0,6.0
1976,15,mass,19.0,0,8,16.0,0.0,8.0
1976,15,mario_andretti,13.0,0,9,13.0,0.0,9.0
1976,15,peterson,10.0,1,10,10.0,1.0,10.0
1976,15,nilsson,10.0,0,11,10.0,0.0,11.0
1976,15,pryce,10.0,0,12,10.0,0.0,12.0
1976,15,stuck,8.0,0,13,6.0,0.0,14.0
1976,15,pace,7.0,0,14,7.0,0.0,13.0
1976,15,jones,4.0,0,15,4.0,0.0,15.0
1976,15,reutemann,3.0,0,16,3.0,0.0,16.0
1976,15,emerson_fittipaldi,3.0,0,17,3.0,0.0,17.0
1976,15,amon,2.0,0,18,2.0,0.0,18.0
1976,15,brambilla,1.0,0,19,1.0,0.0,19.0
1976,15,stommelen,1.0,0,20,1.0,0.0,20.0
1976,15,jarier,0.0,0,21,0.0,0.0,21.0
1976,15,ickx,0.0,0,22,0.0,0.0,22.0
1976,15,ertl,0.0,0,23,0.0,0.0,23.0
1976,15,perkins,0.0,0,24,0.0,0.0,24.0
1976,15,pescarolo,0.0,0,25,0.0,0.0,25.0
1976,15,merzario,0.0,0,26,0.0,0.0,26.0
1976,15,zorzi,0.0,0,27,0.0,0.0,27.0
1976,15,leclere,0.0,0,28,0.0,0.0,28.0
1976,15,lunger,0.0,0,29,0.0,0.0,29.0
1976,15,evans,0.0,0,30,0.0,0.0,30.0
1976,16,hunt,69.0,6,1,65.0,6.0,2.0
1976,16,lauda,68.0,5,2,68.0,5.0,1.0
1976,16,scheckter,49.0,1,3,49.0,1.0,3.0
1976,16,depailler,39.0,0,4,33.0,0.0,4.0
1976,16,regazzoni,31.0,1,5,29.0,1.0,5.0
1976,16,mario_andretti,22.0,1,6,13.0,0.0,9.0
1976,16,watson,20.0,1,7,20.0,1.0,6.0
1976,16,laffite,20.0,0,8,20.0,0.0,7.0
1976,16,mass,19.0,0,9,19.0,0.0,8.0
1976,16,nilsson,11.0,0,10,10.0,0.0,11.0
1976,16,peterson,10.0,1,11,10.0,1.0,10.0
1976,16,pryce,10.0,0,12,10.0,0.0,12.0
1976,16,stuck,8.0,0,13,8.0,0.0,13.0
1976,16,pace,7.0,0,14,7.0,0.0,14.0
1976,16,jones,7.0,0,15,4.0,0.0,15.0
1976,16,reutemann,3.0,0,16,3.0,0.0,16.0
1976,16,emerson_fittipaldi,3.0,0,17,3.0,0.0,17.0
1976,16,amon,2.0,0,18,2.0,0.0,18.0
1976,16,brambilla,1.0,0,19,1.0,0.0,19.0
1976,16,stommelen,1.0,0,20,1.0,0.0,20.0
1976,16,ertl,0.0,0,21,0.0,0.0,23.0
1976,16,jarier,0.0,0,22,0.0,0.0,21.0
1976,16,ickx,0.0,0,23,0.0,0.0,22.0
1976,16,perkins,0.0,0,24,0.0,0.0,24.0
1976,16,pescarolo,0.0,0,25,0.0,0.0,25.0
1976,16,merzario,0.0,0,26,0.0,0.0,26.0
1976,16,takahara,0.0,0,27,0.0,0.0,0.0
1976,16,zorzi,0.0,0,28,0.0,0.0,27.0
1976,16,leclere,0.0,0,29,0.0,0.0,28.0
1976,16,lunger,0.0,0,30,0.0,0.0,29.0
1977,1,scheckter,9.0,1,1,0.0,0.0,0.0
1977,1,pace,6.0,0,2,0.0,0.0,0.0
1977,1,reutemann,4.0,0,3,0.0,0.0,0.0
1977,1,emerson_fittipaldi,3.0,0,4,0.0,0.0,0.0
1977,1,mario_andretti,2.0,0,5,0.0,0.0,0.0
1977,1,regazzoni,1.0,0,6,0.0,0.0,0.0
1977,1,brambilla,0.0,0,7,0.0,0.0,0.0
1977,1,ian_scheckter,0.0,0,8,0.0,0.0,0.0
1977,1,pryce,0.0,0,9,0.0,0.0,0.0
1977,1,watson,0.0,0,10,0.0,0.0,0.0
1977,1,ribeiro,0.0,0,11,0.0,0.0,0.0
1977,1,laffite,0.0,0,12,0.0,0.0,0.0
1977,1,depailler,0.0,0,13,0.0,0.0,0.0
1977,1,hunt,0.0,0,14,0.0,0.0,0.0
1977,1,mass,0.0,0,15,0.0,0.0,0.0
1977,1,peterson,0.0,0,16,0.0,0.0,0.0
1977,1,hoffmann,0.0,0,17,0.0,0.0,0.0
1977,1,lauda,0.0,0,18,0.0,0.0,0.0
1977,1,binder,0.0,0,19,0.0,0.0,0.0
1977,1,zorzi,0.0,0,20,0.0,0.0,0.0
1977,1,nilsson,0.0,0,21,0.0,0.0,0.0
1977,2,reutemann,13.0,1,1,4.0,0.0,3.0
1977,2,scheckter,9.0,1,2,9.0,1.0,1.0
1977,2,pace,6.0,0,3,6.0,0.0,2.0
1977,2,hunt,6.0,0,4,0.0,0.0,14.0
1977,2,emerson_fittipaldi,6.0,0,5,3.0,0.0,4.0
1977,2,lauda,4.0,0,6,0.0,0.0,18.0
1977,2,mario_andretti,2.0,0,7,2.0,0.0,5.0
1977,2,nilsson,2.0,0,8,0.0,0.0,21.0
1977,2,regazzoni,1.0,0,9,1.0,0.0,6.0
1977,2,zorzi,1.0,0,10,0.0,0.0,20.0
1977,2,hoffmann,0.0,0,11,0.0,0.0,17.0
1977,2,brambilla,0.0,0,12,0.0,0.0,7.0
1977,2,ian_scheckter,0.0,0,13,0.0,0.0,8.0
1977,2,pryce,0.0,0,14,0.0,0.0,9.0
1977,2,watson,0.0,0,15,0.0,0.0,10.0
1977,2,binder,0.0,0,16,0.0,0.0,19.0
1977,2,ribeiro,0.0,0,17,0.0,0.0,11.0
1977,2,laffite,0.0,0,18,0.0,0.0,12.0
1977,2,depailler,0.0,0,19,0.0,0.0,13.0
1977,2,mass,0.0,0,20,0.0,0.0,15.0
1977,2,peterson,0.0,0,21,0.0,0.0,16.0
1977,2,perkins,0.0,0,22,0.0,0.0,0.0
1977,3,scheckter,15.0,1,1,9.0,1.0,2.0
1977,3,reutemann,13.0,1,2,13.0,1.0,1.0
1977,3,lauda,13.0,1,3,4.0,0.0,6.0
1977,3,hunt,9.0,0,4,6.0,0.0,4.0
1977,3,pace,6.0,0,5,6.0,0.0,3.0
1977,3,emerson_fittipaldi,6.0,0,6,6.0,0.0,5.0
1977,3,depailler,4.0,0,7,0.0,0.0,19.0
1977,3,nilsson,2.0,0,8,2.0,0.0,8.0
1977,3,mario_andretti,2.0,0,9,2.0,0.0,7.0
1977,3,mass,2.0,0,10,0.0,0.0,20.0
1977,3,regazzoni,1.0,0,11,1.0,0.0,9.0
1977,3,watson,1.0,0,12,0.0,0.0,15.0
1977,3,zorzi,1.0,0,13,1.0,0.0,10.0
1977,3,brambilla,0.0,0,14,0.0,0.0,12.0
1977,3,hoffmann,0.0,0,15,0.0,0.0,11.0
1977,3,binder,0.0,0,16,0.0,0.0,16.0
1977,3,lunger,0.0,0,17,0.0,0.0,0.0
1977,3,perkins,0.0,0,18,0.0,0.0,22.0
1977,3,ian_scheckter,0.0,0,19,0.0,0.0,13.0
1977,3,pryce,0.0,0,20,0.0,0.0,14.0
1977,3,ribeiro,0.0,0,21,0.0,0.0,17.0
1977,3,laffite,0.0,0,22,0.0,0.0,18.0
1977,3,peterson,0.0,0,23,0.0,0.0,21.0
1977,3,stuck,0.0,0,24,0.0,0.0,0.0
1977,3,hayje,0.0,0,25,0.0,0.0,0.0
1977,4,lauda,19.0,1,1,13.0,1.0,3.0
1977,4,scheckter,19.0,1,2,15.0,1.0,1.0
1977,4,reutemann,13.0,1,3,13.0,1.0,2.0
1977,4,mario_andretti,11.0,1,4,2.0,0.0,9.0
1977,4,hunt,9.0,0,5,9.0,0.0,4.0
1977,4,emerson_fittipaldi,8.0,0,6,6.0,0.0,6.0
1977,4,depailler,7.0,0,7,4.0,0.0,7.0
1977,4,pace,6.0,0,8,6.0,0.0,5.0
1977,4,nilsson,2.0,0,9,2.0,0.0,8.0
1977,4,mass,2.0,0,10,2.0,0.0,10.0
1977,4,regazzoni,1.0,0,11,1.0,0.0,11.0
1977,4,watson,1.0,0,12,1.0,0.0,12.0
1977,4,zorzi,1.0,0,13,1.0,0.0,13.0
1977,4,jarier,1.0,0,14,0.0,0.0,0.0
1977,4,brambilla,0.0,0,15,0.0,0.0,14.0
1977,4,hoffmann,0.0,0,16,0.0,0.0,15.0
1977,4,laffite,0.0,0,17,0.0,0.0,22.0
1977,4,henton,0.0,0,18,0.0,0.0,0.0
1977,4,binder,0.0,0,19,0.0,0.0,16.0
1977,4,lunger,0.0,0,20,0.0,0.0,17.0
1977,4,perkins,0.0,0,21,0.0,0.0,18.0
1977,4,ian_scheckter,0.0,0,22,0.0,0.0,19.0
1977,4,pryce,0.0,0,23,0.0,0.0,20.0
1977,4,ribeiro,0.0,0,24,0.0,0.0,21.0
1977,4,peterson,0.0,0,25,0.0,0.0,23.0
1977,4,stuck,0.0,0,26,0.0,0.0,24.0
1977,4,jones,0.0,0,27,0.0,0.0,0.0
1977,4,hayje,0.0,0,28,0.0,0.0,25.0
1977,5,scheckter,23.0,1,1,19.0,1.0,2.0
1977,5,mario_andretti,20.0,2,2,11.0,1.0,4.0
1977,5,reutemann,19.0,1,3,13.0,1.0,3.0
1977,5,lauda,19.0,1,4,19.0,1.0,1.0
1977,5,hunt,9.0,0,5,9.0,0.0,5.0
1977,5,emerson_fittipaldi,8.0,0,6,8.0,0.0,6.0
1977,5,depailler,7.0,0,7,7.0,0.0,7.0
1977,5,pace,6.0,0,8,6.0,0.0,8.0
1977,5,mass,5.0,0,9,2.0,0.0,10.0
1977,5,nilsson,4.0,0,10,2.0,0.0,9.0
1977,5,regazzoni,1.0,0,11,1.0,0.0,11.0
1977,5,watson,1.0,0,12,1.0,0.0,12.0
1977,5,stuck,1.0,0,13,0.0,0.0,26.0
1977,5,zorzi,1.0,0,14,1.0,0.0,13.0
1977,5,jarier,1.0,0,15,1.0,0.0,14.0
1977,5,brambilla,0.0,0,16,0.0,0.0,15.0
1977,5,laffite,0.0,0,17,0.0,0.0,17.0
1977,5,hoffmann,0.0,0,18,0.0,0.0,16.0
1977,5,peterson,0.0,0,19,0.0,0.0,25.0
1977,5,binder,0.0,0,20,0.0,0.0,19.0
1977,5,lunger,0.0,0,21,0.0,0.0,20.0
1977,5,henton,0.0,0,22,0.0,0.0,18.0
1977,5,ian_scheckter,0.0,0,23,0.0,0.0,22.0
1977,5,neve,0.0,0,24,0.0,0.0,0.0
1977,5,villota,0.0,0,25,0.0,0.0,0.0
1977,5,perkins,0.0,0,26,0.0,0.0,21.0
1977,5,pryce,0.0,0,27,0.0,0.0,23.0
1977,5,ribeiro,0.0,0,28,0.0,0.0,24.0
1977,5,jones,0.0,0,29,0.0,0.0,27.0
1977,5,keegan,0.0,0,30,0.0,0.0,0.0
1977,6,scheckter,32.0,2,1,23.0,1.0,1.0
1977,6,lauda,25.0,1,2,19.0,1.0,4.0
1977,6,reutemann,23.0,1,3,19.0,1.0,3.0
1977,6,mario_andretti,22.0,2,4,20.0,2.0,2.0
1977,6,hunt,9.0,0,5,9.0,0.0,5.0
1977,6,emerson_fittipaldi,8.0,0,6,8.0,0.0,6.0
1977,6,mass,8.0,0,7,5.0,0.0,9.0
1977,6,depailler,7.0,0,8,7.0,0.0,7.0
1977,6,pace,6.0,0,9,6.0,0.0,8.0
1977,6,nilsson,4.0,0,10,4.0,0.0,10.0
1977,6,regazzoni,1.0,0,11,1.0,0.0,11.0
1977,6,jarier,1.0,0,12,1.0,0.0,15.0
1977,6,watson,1.0,0,13,1.0,0.0,12.0
1977,6,stuck,1.0,0,14,1.0,0.0,13.0
1977,6,jones,1.0,0,15,0.0,0.0,29.0
1977,6,zorzi,1.0,0,16,1.0,0.0,14.0
1977,6,brambilla,0.0,0,17,0.0,0.0,16.0
1977,6,laffite,0.0,0,18,0.0,0.0,17.0
1977,6,hoffmann,0.0,0,19,0.0,0.0,18.0
1977,6,peterson,0.0,0,20,0.0,0.0,19.0
1977,6,binder,0.0,0,21,0.0,0.0,20.0
1977,6,patrese,0.0,0,22,0.0,0.0,0.0
1977,6,lunger,0.0,0,23,0.0,0.0,21.0
1977,6,henton,0.0,0,24,0.0,0.0,22.0
1977,6,ickx,0.0,0,25,0.0,0.0,0.0
1977,6,ian_scheckter,0.0,0,26,0.0,0.0,23.0
1977,6,keegan,0.0,0,27,0.0,0.0,30.0
1977,6,neve,0.0,0,28,0.0,0.0,24.0
1977,6,villota,0.0,0,29,0.0,0.0,25.0
1977,6,perkins,0.0,0,30,0.0,0.0,26.0
1977,7,scheckter,32.0,2,1,32.0,2.0,1.0
1977,7,lauda,31.0,1,2,25.0,1.0,2.0
1977,7,reutemann,23.0,1,3,23.0,1.0,3.0
1977,7,mario_andretti,22.0,2,4,22.0,2.0,4.0
1977,7,nilsson,13.0,1,5,4.0,0.0,10.0
1977,7,hunt,9.0,0,6,9.0,0.0,5.0
1977,7,emerson_fittipaldi,8.0,0,7,8.0,0.0,6.0
1977,7,mass,8.0,0,8,8.0,0.0,7.0
1977,7,depailler,7.0,0,9,7.0,0.0,8.0
1977,7,pace,6.0,0,10,6.0,0.0,9.0
1977,7,peterson,4.0,0,11,0.0,0.0,20.0
1977,7,brambilla,3.0,0,12,0.0,0.0,17.0
1977,7,jones,3.0,0,13,1.0,0.0,15.0
1977,7,stuck,2.0,0,14,1.0,0.0,14.0
1977,7,regazzoni,1.0,0,15,1.0,0.0,11.0
1977,7,jarier,1.0,0,16,1.0,0.0,12.0
1977,7,watson,1.0,0,17,1.0,0.0,13.0
1977,7,zorzi,1.0,0,18,1.0,0.0,16.0
1977,7,laffite,0.0,0,19,0.0,0.0,18.0
1977,7,hoffmann,0.0,0,20,0.0,0.0,19.0
1977,7,binder,0.0,0,21,0.0,0.0,21.0
1977,7,ertl,0.0,0,22,0.0,0.0,0.0
1977,7,patrese,0.0,0,23,0.0,0.0,22.0
1977,7,neve,0.0,0,24,0.0,0.0,28.0
1977,7,lunger,0.0,0,25,0.0,0.0,23.0
1977,7,henton,0.0,0,26,0.0,0.0,24.0
1977,7,ickx,0.0,0,27,0.0,0.0,25.0
1977,7,ian_scheckter,0.0,0,28,0.0,0.0,26.0
1977,7,perkins,0.0,0,29,0.0,0.0,30.0
1977,7,keegan,0.0,0,30,0.0,0.0,27.0
1977,8,scheckter,32.0,2,1,32.0,2.0,1.0
1977,8,lauda,31.0,1,2,31.0,1.0,2.0
1977,8,reutemann,27.0,1,3,23.0,1.0,3.0
1977,8,mario_andretti,23.0,2,4,22.0,2.0,4.0
1977,8,mass,14.0,0,5,8.0,0.0,8.0
1977,8,nilsson,13.0,1,6,13.0,1.0,5.0
1977,8,depailler,10.0,0,7,7.0,0.0,9.0
1977,8,laffite,9.0,1,8,0.0,0.0,19.0
1977,8,hunt,9.0,0,9,9.0,0.0,6.0
1977,8,emerson_fittipaldi,8.0,0,10,8.0,0.0,7.0
1977,8,pace,6.0,0,11,6.0,0.0,10.0
1977,8,peterson,4.0,0,12,4.0,0.0,11.0
1977,8,brambilla,3.0,0,13,3.0,0.0,12.0
1977,8,jones,3.0,0,14,3.0,0.0,13.0
1977,8,watson,3.0,0,15,1.0,0.0,17.0
1977,8,stuck,2.0,0,16,2.0,0.0,14.0
1977,8,regazzoni,1.0,0,17,1.0,0.0,15.0
1977,8,jarier,1.0,0,18,1.0,0.0,16.0
1977,8,zorzi,1.0,0,19,1.0,0.0,18.0
1977,8,hoffmann,0.0,0,20,0.0,0.0,20.0
1977,8,binder,0.0,0,21,0.0,0.0,21.0
1977,8,ertl,0.0,0,22,0.0,0.0,22.0
1977,8,patrese,0.0,0,23,0.0,0.0,23.0
1977,8,oliver,0.0,0,24,0.0,0.0,0.0
1977,8,lunger,0.0,0,25,0.0,0.0,25.0
1977,8,neve,0.0,0,26,0.0,0.0,24.0
1977,8,henton,0.0,0,27,0.0,0.0,26.0
1977,8,ickx,0.0,0,28,0.0,0.0,27.0
1977,8,ian_scheckter,0.0,0,29,0.0,0.0,28.0
1977,8,keegan,0.0,0,30,0.0,0.0,30.0
1977,9,lauda,33.0,1,1,31.0,1.0,2.0
1977,9,mario_andretti,32.0,3,2,23.0,2.0,4.0
1977,9,scheckter,32.0,2,3,32.0,2.0,1.0
1977,9,reutemann,28.0,1,4,27.0,1.0,3.0
1977,9,nilsson,16.0,1,5,13.0,1.0,6.0
1977,9,mass,14.0,0,6,14.0,0.0,5.0
1977,9,hunt,13.0,0,7,9.0,0.0,9.0
1977,9,depailler,10.0,0,8,10.0,0.0,7.0
1977,9,laffite,9.0,1,9,9.0,1.0,8.0
1977,9,watson,9.0,0,10,3.0,0.0,15.0
1977,9,emerson_fittipaldi,8.0,0,11,8.0,0.0,10.0
1977,9,pace,6.0,0,12,6.0,0.0,11.0
1977,9,peterson,4.0,0,13,4.0,0.0,12.0
1977,9,brambilla,3.0,0,14,3.0,0.0,13.0
1977,9,jones,3.0,0,15,3.0,0.0,14.0
1977,9,stuck,2.0,0,16,2.0,0.0,16.0
1977,9,regazzoni,1.0,0,17,1.0,0.0,17.0
1977,9,jarier,1.0,0,18,1.0,0.0,18.0
1977,9,zorzi,1.0,0,19,1.0,0.0,19.0
1977,9,hoffmann,0.0,0,20,0.0,0.0,20.0
1977,9,binder,0.0,0,21,0.0,0.0,21.0
1977,9,ertl,0.0,0,22,0.0,0.0,22.0
1977,9,patrese,0.0,0,23,0.0,0.0,23.0
1977,9,oliver,0.0,0,24,0.0,0.0,24.0
1977,9,lunger,0.0,0,25,0.0,0.0,25.0
1977,9,keegan,0.0,0,26,0.0,0.0,30.0
1977,9,neve,0.0,0,27,0.0,0.0,26.0
1977,9,henton,0.0,0,28,0.0,0.0,27.0
1977,9,ickx,0.0,0,29,0.0,0.0,28.0
1977,9,ian_scheckter,0.0,0,30,0.0,0.0,29.0
1977,10,lauda,39.0,1,1,33.0,1.0,1.0
1977,10,mario_andretti,32.0,3,2,32.0,3.0,2.0
1977,10,scheckter,32.0,2,3,32.0,2.0,3.0
1977,10,reutemann,28.0,1,4,28.0,1.0,4.0
1977,10,hunt,22.0,1,5,13.0,0.0,7.0
1977,10,nilsson,20.0,1,6,16.0,1.0,5.0
1977,10,mass,17.0,0,7,14.0,0.0,6.0
1977,10,laffite,10.0,1,8,9.0,1.0,9.0
1977,10,depailler,10.0,0,9,10.0,0.0,8.0
1977,10,watson,9.0,0,10,9.0,0.0,10.0
1977,10,emerson_fittipaldi,8.0,0,11,8.0,0.0,11.0
1977,10,pace,6.0,0,12,6.0,0.0,12.0
1977,10,peterson,4.0,0,13,4.0,0.0,13.0
1977,10,stuck,4.0,0,14,2.0,0.0,16.0
1977,10,brambilla,3.0,0,15,3.0,0.0,14.0
1977,10,jones,3.0,0,16,3.0,0.0,15.0
1977,10,regazzoni,1.0,0,17,1.0,0.0,17.0
1977,10,jarier,1.0,0,18,1.0,0.0,18.0
1977,10,zorzi,1.0,0,19,1.0,0.0,19.0
1977,10,hoffmann,0.0,0,20,0.0,0.0,20.0
1977,10,binder,0.0,0,21,0.0,0.0,21.0
1977,10,ertl,0.0,0,22,0.0,0.0,22.0
1977,10,patrese,0.0,0,23,0.0,0.0,23.0
1977,10,oliver,0.0,0,24,0.0,0.0,24.0
1977,10,neve,0.0,0,25,0.0,0.0,27.0
1977,10,lunger,0.0,0,26,0.0,0.0,25.0
1977,10,keegan,0.0,0,27,0.0,0.0,26.0
1977,10,henton,0.0,0,28,0.0,0.0,28.0
1977,10,ickx,0.0,0,29,0.0,0.0,29.0
1977,10,ian_scheckter,0.0,0,30,0.0,0.0,30.0
1977,11,lauda,48.0,2,1,39.0,1.0,1.0
1977,11,scheckter,38.0,2,2,32.0,2.0,3.0
1977,11,mario_andretti,32.0,3,3,32.0,3.0,2.0
1977,11,reutemann,31.0,1,4,28.0,1.0,4.0
1977,11,hunt,22.0,1,5,22.0,1.0,5.0
1977,11,nilsson,20.0,1,6,20.0,1.0,6.0
1977,11,mass,17.0,0,7,17.0,0.0,7.0
1977,11,laffite,10.0,1,8,10.0,1.0,8.0
