season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium,url
1960,3,indianapolis,homeier,1918-08-31,American,kuzma,31,13702070.0,Finished,0.0,13,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,hartley,1926-01-28,American,kurtis_kraft,24,,+4 Laps,0.0,14,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,stevenson,1919-10-15,American,watson,9,,+4 Laps,0.0,15,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,grim,1924-09-04,American,meskowski,21,,+6 Laps,0.0,16,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,templeman,1919-08-12,American,kurtis_kraft,19,,Clutch,0.0,17,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,hurtubise,1932-12-05,American,vhristensen,23,,Engine,0.0,18,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,bryan,1926-01-28,American,epperly,10,,Fuel system,0.0,19,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,ruttman,1930-03-11,American,watson,6,,Axle,0.0,20,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,sachs,1927-05-28,American,ewing,1,,Magneto,0.0,21,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,freeland,1925-03-25,American,kurtis_kraft,11,,Magneto,0.0,22,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,bettenhausen,1916-09-12,American,watson,18,,Engine,0.0,23,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,weiler,1934-12-09,American,epperly,15,,Accident,0.0,24,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,foyt,1935-01-16,American,kurtis_kraft,16,,Clutch,0.0,25,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,russo,1925-11-19,American,kurtis_kraft,29,,Accident,0.0,26,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,boyd,1926-08-19,American,epperly,13,,Engine,0.0,27,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,force,1916-06-15,American,kurtis_kraft,20,,Brakes,0.0,28,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,mcwithey,1927-07-04,American,epperly,32,,Brakes,0.0,29,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,3,indianapolis,sutton,1925-08-09,American,watson,5,,Engine,0.0,30,http://en.wikipedia.org/wiki/1960_Indianapolis_500
1960,4,zandvoort,jack_brabham,1926-04-02,Australian,cooper-climax,2,7307200.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,ireland,1930-06-12,British,team_lotus,3,7331200.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,hill,1929-02-15,British,brm,5,7363800.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,moss,1929-09-17,British,team_lotus,1,7364900.0,Finished,3.0,4,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,trips,1928-05-04,German,ferrari,15,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,ginther,1930-08-05,American,ferrari,12,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,henry_taylor,1932-12-16,British,cooper-climax,14,,+5 Laps,0.0,7,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,beaufort,1934-04-10,Dutch,cooper-climax,18,,+6 Laps,0.0,8,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,stacey,1933-08-29,British,team_lotus,8,,Transmission,0.0,9,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,bonnier,1930-01-31,Swedish,brm,4,,Engine,0.0,10,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,phil_hill,1927-04-20,American,ferrari,13,,Engine,0.0,11,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,clark,1936-03-04,British,team_lotus,11,,Transmission,0.0,12,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,trintignant,1917-10-30,French,cooper-maserati,17,,Gearbox,0.0,13,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,gurney,1931-04-13,American,brm,6,,Accident,0.0,14,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,bristow,1937-12-02,British,cooper-climax,7,,Engine,0.0,15,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,mclaren,1937-08-30,New Zealander,cooper-climax,9,,Transmission,0.0,16,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,brooks,1932-02-25,British,cooper-climax,10,,Gearbox,0.0,17,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,salvadori,1922-05-12,British,aston_martin,0,,Withdrew,0.0,18,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,gregory,1932-02-29,American,cooper-maserati,0,,Withdrew,0.0,19,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,reventlow,1936-02-24,American,scarab,0,,Withdrew,0.0,20,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,4,zandvoort,daigh,1923-11-29,American,scarab,0,,Withdrew,0.0,21,http://en.wikipedia.org/wiki/1960_Dutch_Grand_Prix
1960,5,spa,jack_brabham,1926-04-02,Australian,cooper-climax,1,8497300.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,mclaren,1937-08-30,New Zealander,cooper-climax,14,8560600.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,gendebien,1924-01-12,Belgian,cooper-climax,5,,+1 Lap,4.0,3,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,phil_hill,1927-04-20,American,ferrari,4,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,clark,1936-03-04,British,team_lotus,10,,+2 Laps,2.0,5,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,bianchi,1934-11-10,Belgian,cooper-climax,15,,+8 Laps,1.0,6,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,hill,1929-02-15,British,brm,6,,Engine,0.0,7,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,stacey,1933-08-29,British,team_lotus,17,,Accident,0.0,8,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,mairesse,1928-10-01,Belgian,ferrari,13,,Transmission,0.0,9,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,trips,1928-05-04,German,ferrari,11,,Transmission,0.0,10,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,bristow,1937-12-02,British,cooper-climax,9,,Accident,0.0,11,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,daigh,1923-11-29,American,scarab,18,,Engine,0.0,12,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,bonnier,1930-01-31,Swedish,brm,7,,Engine,0.0,13,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,ireland,1930-06-12,British,team_lotus,8,,Accident,0.0,14,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,gurney,1931-04-13,American,brm,12,,Engine,0.0,15,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,brooks,1932-02-25,British,cooper-climax,2,,Gearbox,0.0,16,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,reventlow,1936-02-24,American,scarab,16,,Engine,0.0,17,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,moss,1929-09-17,British,team_lotus,3,,Accident,0.0,18,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,5,spa,mike_taylor,1934-04-24,British,team_lotus,19,,Accident,0.0,19,http://en.wikipedia.org/wiki/1960_Belgian_Grand_Prix
1960,6,reims,jack_brabham,1926-04-02,Australian,cooper-climax,1,7044900.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,gendebien,1924-01-12,Belgian,cooper-climax,9,7093200.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,mclaren,1937-08-30,New Zealander,cooper-climax,7,7096800.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,henry_taylor,1932-12-16,British,cooper-climax,12,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,clark,1936-03-04,British,team_lotus,10,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,flockhart,1923-06-16,British,team_lotus,14,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,ireland,1930-06-12,British,team_lotus,4,,+7 Laps,0.0,7,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,halford,1931-05-18,British,cooper-climax,15,,Engine,0.0,8,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,gregory,1932-02-29,American,cooper-maserati,17,,+13 Laps,0.0,9,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,burgess,1930-07-06,British,cooper-maserati,22,,+14 Laps,0.0,10,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,trips,1928-05-04,German,ferrari,5,,Transmission,0.0,11,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,phil_hill,1927-04-20,American,ferrari,2,,Transmission,0.0,12,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,bonnier,1930-01-31,Swedish,brm,8,,Engine,0.0,13,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,bianchi,1934-11-10,Belgian,cooper-climax,15,,Transmission,0.0,14,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,gurney,1931-04-13,American,brm,6,,Engine,0.0,15,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,munaron,1928-04-02,Italian,cooper-castellotti,19,,Transmission,0.0,16,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,mairesse,1928-10-01,Belgian,ferrari,11,,Transmission,0.0,17,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,brooks,1932-02-25,British,vanwall,13,,Vibrations,0.0,18,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,hill,1929-02-15,British,brm,3,,Accident,0.0,19,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,trintignant,1917-10-30,French,cooper-maserati,18,,Accident,0.0,20,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,ginther,1930-08-05,American,scarab,20,,Engine,0.0,21,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,piper,1930-12-02,British,team_lotus,21,,Engine,0.0,22,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,6,reims,daigh,1923-11-29,American,scarab,23,,Engine,0.0,23,http://en.wikipedia.org/wiki/1960_French_Grand_Prix
1960,7,silverstone,jack_brabham,1926-04-02,Australian,cooper-climax,1,7464300.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,surtees,1934-02-11,British,team_lotus,11,7513900.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,ireland,1930-06-12,British,team_lotus,5,7553900.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,mclaren,1937-08-30,New Zealander,cooper-climax,3,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,brooks,1932-02-25,British,cooper-climax,9,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,trips,1928-05-04,German,ferrari,7,,+2 Laps,1.0,6,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,phil_hill,1927-04-20,American,ferrari,10,,+2 Laps,0.0,7,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,henry_taylor,1932-12-16,British,cooper-climax,16,,+3 Laps,0.0,8,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,gendebien,1924-01-12,Belgian,cooper-climax,12,,+3 Laps,0.0,9,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,gurney,1931-04-13,American,brm,6,,+3 Laps,0.0,10,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,trintignant,1917-10-30,French,aston_martin,21,,+5 Laps,0.0,11,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,piper,1930-12-02,British,team_lotus,24,,+5 Laps,0.0,12,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,naylor,1923-03-24,British,jbw,18,,+5 Laps,0.0,13,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,gregory,1932-02-29,American,cooper-maserati,14,,+6 Laps,0.0,14,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,munaron,1928-04-02,Italian,cooper-castellotti,25,,+7 Laps,0.0,15,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,clark,1936-03-04,British,team_lotus,8,,+7 Laps,0.0,16,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,hill,1929-02-15,British,brm,2,,Spun off,0.0,17,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,bianchi,1934-11-10,Belgian,cooper-climax,17,,Electrical,0.0,18,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,bonnier,1930-01-31,Swedish,brm,4,,Suspension,0.0,19,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,daigh,1923-11-29,American,cooper-climax,19,,Overheating,0.0,20,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,burgess,1930-07-06,British,cooper-maserati,20,,Engine,0.0,21,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,salvadori,1922-05-12,British,aston_martin,13,,Steering,0.0,22,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,fairman,1913-03-15,British,cooper-climax,15,,Fuel pump,0.0,23,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,greene,1938-01-05,British,cooper-maserati,22,,Overheating,0.0,24,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,7,silverstone,reventlow,1936-02-24,American,cooper-climax,0,,Withdrew,0.0,25,http://en.wikipedia.org/wiki/1960_British_Grand_Prix
1960,8,boavista,jack_brabham,1926-04-02,Australian,cooper-climax,3,8340030.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,mclaren,1937-08-30,New Zealander,cooper-climax,6,8398000.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,clark,1936-03-04,British,team_lotus,8,8453260.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,trips,1928-05-04,German,ferrari,9,8458840.0,Finished,3.0,4,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,brooks,1932-02-25,British,cooper-climax,12,,+6 Laps,2.0,5,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,ireland,1930-06-12,British,team_lotus,7,,+7 Laps,1.0,6,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,gendebien,1924-01-12,Belgian,cooper-climax,14,,+9 Laps,0.0,7,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,moss,1929-09-17,British,team_lotus,4,,Disqualified,0.0,8,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,cabral,1934-01-15,Portuguese,cooper-maserati,15,,Accident,0.0,9,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,surtees,1934-02-11,British,team_lotus,1,,Radiator,0.0,10,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,phil_hill,1927-04-20,American,ferrari,10,,Accident,0.0,11,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,gurney,1931-04-13,American,brm,2,,Engine,0.0,12,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,gregory,1932-02-29,American,cooper-maserati,11,,Gearbox,0.0,13,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,hill,1929-02-15,British,brm,5,,Gearbox,0.0,14,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,8,boavista,bonnier,1930-01-31,Swedish,brm,13,,Engine,0.0,15,http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix
1960,9,monza,phil_hill,1927-04-20,American,ferrari,1,8469200.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,ginther,1930-08-05,American,ferrari,2,8616800.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,mairesse,1928-10-01,Belgian,ferrari,3,,+1 Lap,4.0,3,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,cabianca,1923-02-19,Italian,cooper-castellotti,4,,+2 Laps,3.0,4,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,trips,1928-05-04,German,ferrari,6,,+2 Laps,2.0,5,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,herrmann,1928-02-23,German,porsche,10,,+3 Laps,1.0,6,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,barth,1917-01-26,German,porsche,12,,+3 Laps,0.0,7,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,drogo,1926-08-08,Italian,cooper-climax,15,,+5 Laps,0.0,8,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,seidel,1926-07-04,German,cooper-climax,13,,+6 Laps,0.0,9,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,gamble,1932-03-17,American,behra-porsche,14,,+9 Laps,0.0,10,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,naylor,1923-03-24,British,jbw,7,,Gearbox,0.0,11,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,thiele,1920-04-05,American-Italian,cooper-maserati,9,,Gearbox,0.0,12,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,munaron,1928-04-02,Italian,cooper-castellotti,8,,Engine,0.0,13,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,scarlatti,1921-10-02,Italian,cooper-maserati,5,,Engine,0.0,14,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,vic_wilson,1931-04-14,British,cooper-climax,16,,Engine,0.0,15,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,owen,1915-03-23,British,cooper-climax,11,,Accident,0.0,16,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,9,monza,gould,1918-09-20,British,maserati,0,,Fuel system,0.0,17,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
1960,10,riverside,moss,1929-09-17,British,team_lotus,1,8932200.0,Finished,8.0,1,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,ireland,1930-06-12,British,team_lotus,7,8970200.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,mclaren,1937-08-30,New Zealander,cooper-climax,10,8984200.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,jack_brabham,1926-04-02,Australian,cooper-climax,2,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,bonnier,1930-01-31,Swedish,brm,4,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,phil_hill,1927-04-20,American,cooper-climax,13,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,hall,1935-07-23,American,team_lotus,12,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,salvadori,1922-05-12,British,cooper-climax,15,,+2 Laps,0.0,8,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,trips,1928-05-04,German,cooper-maserati,16,,+3 Laps,0.0,9,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,daigh,1923-11-29,American,scarab,18,,+5 Laps,0.0,10,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,lovely,1926-04-11,American,cooper-castellotti,20,,+6 Laps,0.0,11,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,gendebien,1924-01-12,Belgian,cooper-climax,8,,+6 Laps,0.0,12,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,drake,1919-12-14,American,maserati,22,,+7 Laps,0.0,13,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,henry_taylor,1932-12-16,British,cooper-climax,14,,+7 Laps,0.0,14,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,trintignant,1917-10-30,French,cooper-maserati,19,,+9 Laps,0.0,15,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,clark,1936-03-04,British,team_lotus,5,,+14 Laps,0.0,16,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,hill,1929-02-15,British,brm,11,,Gearbox,0.0,17,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,burgess,1930-07-06,British,cooper-maserati,23,,Ignition,0.0,18,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,naylor,1923-03-24,British,cooper-maserati,17,,Engine,0.0,19,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,gurney,1931-04-13,American,brm,3,,Engine,0.0,20,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,flockhart,1923-06-16,British,cooper-climax,21,,Transmission,0.0,21,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,brooks,1932-02-25,British,cooper-climax,9,,Spun off,0.0,22,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1960,10,riverside,surtees,1934-02-11,British,team_lotus,6,,Accident,0.0,23,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix
1961,1,monaco,moss,1929-09-17,British,lotus-climax,1,9950100.0,Finished,9.0,1,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,ginther,1930-08-05,American,ferrari,2,9953700.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,phil_hill,1927-04-20,American,ferrari,5,9991400.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,trips,1928-05-04,German,ferrari,6,,Accident,3.0,4,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,gurney,1931-04-13,American,porsche,11,,+2 Laps,2.0,5,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,mclaren,1937-08-30,New Zealander,cooper-climax,7,,+5 Laps,1.0,6,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,trintignant,1917-10-30,French,cooper-maserati,16,,+5 Laps,0.0,7,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,allison,1932-02-08,British,lotus-climax,15,,+7 Laps,0.0,8,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,herrmann,1928-02-23,German,porsche,13,,+9 Laps,0.0,9,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,clark,1936-03-04,British,lotus-climax,3,,+11 Laps,0.0,10,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,surtees,1934-02-11,British,cooper-climax,12,,Engine,0.0,11,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,bonnier,1930-01-31,Swedish,porsche,9,,Injection,0.0,12,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,brooks,1932-02-25,British,brm,8,,Engine,0.0,13,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,may,1934-08-18,Swiss,lotus-climax,14,,Oil pipe,0.0,14,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,jack_brabham,1926-04-02,Australian,cooper-climax,21,,Ignition,0.0,15,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,hill,1929-02-15,British,brm,4,,Fuel pump,0.0,16,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,ireland,1930-06-12,British,lotus-climax,0,,Withdrew,0.0,17,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,henry_taylor,1932-12-16,British,lotus-climax,0,,Did not qualify,0.0,18,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,gregory,1932-02-29,American,cooper-climax,0,,Did not qualify,0.0,19,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,bianchi,1934-11-10,Belgian,emeryson,0,,Did not qualify,0.0,20,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,1,monaco,gendebien,1924-01-12,Belgian,emeryson,0,,Did not qualify,0.0,21,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix
1961,2,zandvoort,trips,1928-05-04,German,ferrari,2,7312100.0,Finished,9.0,1,http://en.wikipedia.org/wiki/1961_Dutch_Grand_Prix
1961,2,zandvoort,phil_hill,1927-04-20,American,ferrari,1,7313000.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1961_Dutch_Grand_Prix
1961,2,zandvoort,clark,1936-03-04,British,lotus-climax,11,7325200.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1961_Dutch_Grand_Prix
